"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
469510,"469510-AA","s16_lk_47.89872_-123.78588","Hoh",47.899083,-123.785881
461977,"461977-AA","s16_lk_48.48197_-120.65632","Stiletto",48.481997,-120.656294
471990,"471990-AA","s16_lk_48.49583_-121.18885","Hidden",48.495525,-121.188502
471976,"471976-AB","s16_lk_48.6842_-121.32806","Lower Thonton",48.684276,-121.327931
471974,"471974-AA","s3_lk_47.6567761_-121.338433","TOP LAKE NEAR SKYKOMISH, WA",47.656537,-121.339054
471201,"471201-AA","s3_lk_47.6570539_-121.3256553","EVANS LAKE NEAR SKYKOMISH, WA",47.655923,-121.327088
471954,"471954-AA","s16_lk_48.91818_-121.45149","Copper",48.918165,-121.451381
467651,"467651-AA","s17_lk_46.73792565_-121.6779724","BLUE LAKE",46.737849,-121.678164
467890,"467890-AA","s17_lk_46.74005578_-121.7657434","UPPER JOHNSON LAKE",46.740225,-121.764539
467707,"467707-AA","s17_lk_46.75453712_-121.7492729","CLIFF LAKE",46.754706,-121.748068
471038,"471038-AA","s3_lk_47.6781502_-122.6601466","ISLAND LAKE NEAR KEYPORT, WA",47.681756,-122.66021
320269,"320269-AC","s3_lk_47.68_-106.8796","FTPLK1805DW",47.757888,-106.856202
471423,"471423-AA","s3_lk_47.7076022_-121.7262246","LYNCH LAKE",47.709457,-121.724777
467709,"467709-AA","s17_lk_46.75748707_-121.6977851","SNOW LAKE",46.757579,-121.697773
320269,"320269-AC","s3_lk_47.744_-106.2958","FTPLKBDCA02",47.757888,-106.856202
470843,"470843-AA","s3_lk_47.7500989_-122.0904018","COTTAGE LK.",47.75316,-122.088303
471372,"471372-AA","s3_lk_47.7589875_-122.123458","LEOTA LK.",47.759863,-122.121847
472172,"472172-AB","s3_lk_47.7701002_-121.9028985","MARGARET LAKE NEAR DUVALL, WA",47.769741,-121.900883
471332,"471332-AA","s3_lk_47.7723196_-122.3248514","BALLANGER LK.",47.782135,-122.329205
471378,"471378-AA","s3_lk_47.7723211_-122.0659578","PARADISE LK.",47.773436,-122.068406
471845,"471845-AA","s3_lk_47.7728751_-122.3415187",NA,47.771266,-122.343201
467955,"467955-AA","s17_lk_46.76282381_-121.6985526","BENCH LAKE",46.762844,-121.69825
471627,"471627-AA","s3_lk_47.7867656_-122.0531802","ECHO LAKE SNOHOMISH COUNTY",47.786207,-122.051474
320269,"320269-AC","s3_lk_47.7927_-106.6329","FTPLK1789DW",47.757888,-106.856202
471871,"471871-AB","s3_lk_47.7981545_-122.039847","DEVILS (LOST) LK.",47.800075,-122.042059
471133,"471133-AA","s3_lk_47.8067671_-121.8820655","HANNAN LK.",47.809616,-121.878823
470622,"470622-AA","s3_lk_47.8092667_-121.9231778","KING LAKE NEAR MONROE, WA",47.810829,-121.925734
470902,"470902-AA","s3_lk_47.8170459_-121.7851186","TOMTIT LK.",47.819296,-121.786563
472174,"472174-AA","s3_lk_47.8203781_-121.892066","FONTAL LAKE",47.817906,-121.887137
471960,"471960-AA","s3_lk_47.8209401_-121.4003825","SUNSET LK.",47.817852,-121.396443
472506,"472506-AA","s3_lk_47.8256674_-121.0989892","JANUS LK.",47.827259,-121.094961
471213,"471213-AA","s3_lk_47.827333_-121.1414899","CUP LK.",47.826335,-121.141232
461748,"461748-AB","s3_lk_47.8281782_-120.7109279","FISH LAKE NEAR PLAIN, WA",47.834495,-120.704582
472249,"472249-AA","s3_lk_47.8301107_-121.14899","SAUCER LK.",47.829148,-121.147371
460765,"460765-AL","s3_lk_47.8362467_-120.0614614","LAKE CHELAN AT CHELAN, WA",48.03706,-120.353827
470959,"470959-AA","s3_lk_47.8503862_-121.244825","MARTHA LK.",47.874019,-121.172831
472274,"472274-AA","s3_lk_47.8664932_-121.6037235","ISABEL LK.",47.87,-121.590302
470835,"470835-AA","s3_lk_47.8684305_-122.184852",NA,47.868096,-122.182822
470959,"470959-AA","s3_lk_47.8720548_-121.1706573","PEACH LK.",47.874019,-121.172831
471475,"471475-AA","s3_lk_47.8778883_-121.1678795","PEAR LK.",47.879381,-121.171288
359515,"359515-AB","USGS-395159105063200","STANDLEY LAKE -- NEAR DAM",39.866375,-105.1094291
467894,"467894-AA","s17_lk_46.7637444_-121.4727427","THREE LAKES",46.764552,-121.473543
471892,"471892-AA","s3_lk_47.9167668_-121.9070687","COCHRAN LAKE",47.919207,-121.908015
470942,"470942-AA","s3_lk_47.9351074_-121.3428838","BLANCA LAKE",47.940704,-121.341358
459069,"459069-AA","s3_lk_47.9375_-113.875","SWAN LAKE - MIDDLE OF SOUTH BASIN",47.954681,-113.895324
459069,"459069-AA","s3_lk_47.9429_-113.8783","Swan Lake South Basin",47.954681,-113.895324
471390,"471390-AA","s3_lk_47.9481544_-121.9956828","FLOWING LAKE",47.947241,-121.987654
471196,"471196-AA","s3_lk_47.948996_-121.3803852","LOWER TWIN LAKE SNOHOMISH COUNTY",47.949504,-121.377367
471962,"471962-AA","s3_lk_47.9512182_-121.3781629","UPPER TWIN LAKE SNOHOMISH COUNTY",47.953557,-121.377668
471689,"471689-AA","s3_lk_47.9587159_-121.5828924","BIG GREIDER LK.",47.954778,-121.582528
467515,"467515-AA","s17_lk_46.76423156_-121.6464491","MARSH LAKES",46.764399,-121.645247
471585,"471585-AB","s3_lk_47.9720385_-122.3881972","DEER LAKE NEAR CLINTON, WA",47.974168,-122.384021
471955,"471955-AA","s3_lk_47.9726069_-121.4045532","SILVER LK.",47.973236,-121.408047
471585,"471585-AB","s3_lk_47.9742608_-122.379308",NA,47.974168,-122.384021
470546,"470546-AA","s3_lk_47.9798149_-122.5215368",NA,47.980771,-122.521869
459069,"459069-AA","s3_lk_47.991_-113.935","Swan Lake North Basin",47.954681,-113.895324
459069,"459069-AA","s3_lk_47.9911_-113.9353","Swan Lake in northern basin of lake",47.954681,-113.895324
320269,"320269-AC","s3_lk_47.9953_-106.4239","FTPLK1772A",47.757888,-106.856202
459069,"459069-AA","s3_lk_48_-113.949167","SWAN LAKE - MIDDLE OF NORTH BASIN",47.954681,-113.895324
320269,"320269-AC","s3_lk_48.0016_-106.4152","FTPRL1",47.757888,-106.856202
458313,"458313-AA","s3_lk_48.0093402_-117.3654968","HYPOLIMNION-ELOIKA LAKE NR MILAN, WA",48.028043,-117.380647
459069,"459069-AA","s3_lk_48.0117_-113.9722","Swan Lake near outflow point",47.954681,-113.895324
470649,"470649-AA","s3_lk_48.0234372_-121.687343","BOARDMAN LK. (WESTERN)",48.023849,-121.69039
471317,"471317-AA","s3_lk_48.0345382_-122.4804263","GOSS LAKE NEAR LANGLEY, WA",48.036806,-122.479628
470876,"470876-AA","s3_lk_48.0359339_-121.9192945","MENZEL LK.",48.037379,-121.919076
472400,"472400-AA","s3_lk_48.0473204_-122.092356",NA,48.052212,-122.095413
472423,"472423-AA","s3_lk_48.0484332_-121.9737408","BOSWORTH LK.",48.043117,-121.970343
471705,"471705-AA","s3_lk_48.0551076_-121.4309452","MONTE CRISTO LAKE",48.053197,-121.430152
461239,"461239-AA","s3_lk_48.055449_-117.6427334",NA,48.044788,-117.622454
471649,"471649-AA","s3_lk_48.0581564_-121.9220732",NA,48.059516,-121.923084
467894,"467894-AA","s17_lk_46.76435516_-121.4738727","THREE LAKES",46.764552,-121.473543
471669,"471669-AA","s3_lk_48.0667702_-121.7623473","LK. TWENTY-TWO",48.064031,-121.763847
471642,"471642-AA","s3_lk_48.0726009_-121.935963","EPILIMNION-SWARTZ LAKE NR GRANITE FALLS, WA",48.073932,-121.934548
457977,"457977-AF","s3_lk_48.0821317_-116.4768607","PEND OREILLE LAKE 2.5 MI SW OF GRANITE POINT",48.155633,-116.422279
471895,"471895-AA","s17_lk_46.76503712_-121.8928904","LAKE ALLEN",46.764991,-121.89273
471352,"471352-AA","s3_lk_48.0909304_-122.2306969","ROSS LAKE NEAR MARYSVILLE, WA",48.091944,-122.230194
471176,"471176-AA","s3_lk_48.0978855_-121.4840041","SOUTH LAKE",48.099038,-121.482687
467708,"467708-AA","s17_lk_46.76951665_-121.7300518","REFLECTION LAKES",46.769623,-121.729925
471596,"471596-AA","s3_lk_48.1117636_-122.3012564","WEALLUP LK.",48.1127,-122.30631
471432,"471432-AA","s3_lk_48.1148288_-121.5998427","KELCEMA LK.",48.113929,-121.602426
470806,"470806-AA","s3_lk_48.1231525_-122.34737","CUMMINGS LAKE NEAR TULALIP, WA",48.123762,-122.347573
470574,"470574-AA","s3_lk_48.1323198_-122.2751452","CRABAPPLE LAKE NEAR TULALIP, WA",48.132048,-122.273316
472215,"472215-AA","s3_lk_48.136219_-121.5181734","NORTH LAKE",48.136017,-121.519561
471177,"471177-AA","s3_lk_48.1373307_-121.4734493","PEEK-A-BOO LAKE",48.136999,-121.475202
471166,"471166-AA","s3_lk_48.1376074_-121.5578973","HELENA LAKE",48.134368,-121.558586
467771,"467771-AA","s17_lk_46.77054024_-121.7175741","LOUISE LAKE",46.770586,-121.717433
470807,"470807-AB","s3_lk_48.1559311_-122.3245929","HOWARD LAKE NEAR SYLVANA, WA",48.157125,-122.326742
471075,"471075-AB","s3_lk_48.1567648_-122.263757",NA,48.15261,-122.265226
470807,"470807-AB","s3_lk_48.1581534_-122.3295932",NA,48.157125,-122.326742
470565,"470565-AA","s3_lk_48.1673202_-122.3473722",NA,48.168107,-122.34041
461483,"461483-AA","s3_lk_48.1854529_-117.5905117",NA,48.186811,-117.590151
471206,"471206-AA","s3_lk_48.2206673_-121.310666","INDIGO LAKE",48.220501,-121.31335
461000,"461000-AB","s3_lk_48.2226579_-118.893635","OWHI LAKE NEAR NESPELEM, WA",48.232844,-118.898496
460528,"460528-AA","s3_lk_48.2434858_-119.3417072","OMAK LAKE NEAR OMAK, WA",48.277249,-119.392561
470872,"470872-AA","s3_lk_48.2442706_-121.9437474","RILEY LAKE",48.246497,-121.946593
457977,"457977-AF","s3_lk_48.2477062_-116.3540707","PEND OREILLE LAKE NEAR HOPE, ID",48.155633,-116.422279
457977,"457977-AF","s3_lk_48.2499288_-116.342681","PEND OREILLE LAKE 1 MI. W OF HOPE, ID.",48.155633,-116.422279
460532,"460532-AB","s3_lk_48.256833_-118.3766681","SOUTH TWIN LAKE NEAR INCHELIUM, WA",48.262793,-118.386727
457977,"457977-AF","s3_lk_48.2749258_-116.5010248","PEND OREILLE LAKE 0.3 MI. NE OF CONTEST POINT",48.155633,-116.422279
460771,"460771-AA","s3_lk_48.2796112_-118.38028","NORTH TWIN LAKE NEAR INCHELIUM, WA",48.287183,-118.381384
471063,"471063-AA","s3_lk_48.279823_-122.3420992",NA,48.282196,-122.345176
470542,"470542-AA","s3_lk_48.3031563_-122.5307192",NA,48.304071,-122.529891
470584,"470584-AB","s3_lk_48.3137136_-122.220706","MCMURRAY LAKE AT MCMURRAY, WA",48.316604,-122.227353
471912,"471912-AA","s3_lk_48.3198301_-121.8140244","MYRTLE LAKE",48.320883,-121.814486
470584,"470584-AB","s3_lk_48.3242694_-122.2240399",NA,48.316604,-122.227353
470816,"470816-AA","s3_lk_48.3420473_-122.289321","SIXTEEN LAKE",48.344264,-122.288966
471659,"471659-AA","s3_lk_48.3473304_-121.8437485","GRANITE LAKE",48.348526,-121.842642
472390,"472390-AA","s3_lk_48.3548257_-122.2457085","DEVILS LAKE",48.358281,-122.247261
471343,"471343-AA","s3_lk_48.3689925_-122.282377","TEN LAKE",48.368527,-122.279377
472487,"472487-AA","s3_lk_48.37206_-121.3731746","BLUFF LAKE",48.370983,-121.371629
322151,"322151-AD","s3_lk_48.3805522_-107.6534395","Lake Bowdoin near Malta MT",48.402206,-107.684363
471452,"471452-AA","s3_lk_48.3881715_-121.3770643","JUG LAKE",48.387384,-121.374354
461531,"461531-AA","s3_lk_48.3962564_-120.1009136",NA,48.397327,-120.101594
470973,"470973-AB","s3_lk_48.3976048_-122.2412651",NA,48.381071,-122.230082
460262,"460262-AA","s3_lk_48.4205002_-115.8176682","Savage Lake near Troy",48.420553,-115.817275
471558,"471558-AA","s3_lk_48.4367695_-122.643505",NA,48.437857,-122.643659
461039,"461039-AB","s3_lk_48.4429229_-120.1953623","TWIN (BIG) LAKE NEAR WINTHROP, WA",48.446445,-120.194937
471856,"471856-AA","s3_lk_48.445662_-122.2207102","BEAVER LAKE NEAR CLEAR LAKE, WA",48.449276,-122.219641
470951,"470951-AA","s3_lk_48.4487306_-121.2867843","WHALE LAKE",48.446724,-121.291736
470526,"470526-AA","s3_lk_48.4495475_-122.6387828","ERIE LAKE",48.45273,-122.640778
472488,"472488-AA","s3_lk_48.4509516_-121.3631771","JORDAN LAKE (LOWER)",48.45107,-121.358923
471611,"471611-AB","s3_lk_48.4539955_-122.225155",NA,48.45985,-122.225814
472225,"472225-AA","s3_lk_48.4573401_-121.3976235","UPPER FALLS LAKE",48.456801,-121.399588
471611,"471611-AB","s3_lk_48.4653848_-122.2195997","CLEAR LAKE AT CLEAR LAKE, WA",48.45985,-122.225814
460995,"460995-AA","s3_lk_48.4662563_-120.2509203","PATTERSON LAKE NEAR WINTHROP, WA",48.45741,-120.246084
471195,"471195-AA","s3_lk_48.4678961_-121.3940126","LOWER FALLS LAKE",48.464324,-121.395633
471816,"471816-AA","s3_lk_48.4778815_-122.6293385","HEART LAKE (35N)",48.474706,-122.630395
461491,"461491-AB","s3_lk_48.4920899_-120.1639727","PEARRYGIN LAKE NEAR WINTHROP, WA",48.486147,-120.150879
470774,"470774-AA","s3_lk_48.4976039_-122.6426727","CRANBERRY LAKE",48.500491,-122.644545
471865,"471865-AA","s3_lk_48.5231651_-122.1043189","MINKLER LAKE NEAR LYMAN, WA",48.524239,-122.108374
470914,"470914-AA","s3_lk_48.5240056_-121.5884674","SAUK LAKE",48.524081,-121.59011
462267,"462267-AA","s3_lk_48.5379296_-119.5622778",NA,48.539455,-119.561305
470664,"470664-AA","s3_lk_48.5937296_-121.5956914","CLEAR LAKE",48.595254,-121.595344
460606,"460606-AA","s3_lk_48.5954282_-119.629229",NA,48.596418,-119.63195
471660,"471660-AA","s3_lk_48.6217821_-121.8457003","SPRINGSTEEN LAKE",48.62365,-121.847842
471650,"471650-AA","s3_lk_48.6445593_-121.9257033","HEART LAKE (36N)",48.643944,-121.92854
470639,"470639-AA","s3_lk_48.6456725_-121.7906989","BLUE LAKE",48.646847,-121.792588
471594,"471594-AA","s3_lk_48.6614989_-122.3284956","REED LAKE",48.663417,-122.326146
470915,"470915-AA","s3_lk_48.6653984_-121.5818036","WATSON LAKE",48.667577,-121.579211
471584,"471584-AA","s3_lk_48.6739972_-122.4446114","PINE LAKE WHATCOM COUNTY",48.675439,-122.444535
472105,"472105-AB","s3_lk_48.7039972_-122.462668","PADDEN LAKE AT BELLINGHAM, WA",48.702919,-122.453282
471399,"471399-AA","s3_lk_48.705394_-121.9395937","WISEMAN LAKE",48.706927,-121.939307
472398,"472398-AA","s3_lk_48.7628931_-122.1193222","JORGENSON LAKE",48.764005,-122.119706
471164,"471164-AA","s3_lk_48.7748459_-121.5695828","SHUKSAN LAKE",48.773851,-121.573641
470797,"470797-AA","s3_lk_48.7895558_-122.4004428","TOAD LAKE NEAR BELLINGHAM, WA",48.791177,-122.394938
471589,"471589-AA","s3_lk_48.7990016_-122.3529406","SQUALICUM LAKE",48.797678,-122.350077
471430,"471430-AA","s3_lk_48.7992897_-121.662363","MAIDEN LAKE",48.800238,-121.665214
471045,"471045-AA","s3_lk_48.8298321_-122.5810056","TENNANT LAKE NEAR FERNDALE, WA",48.831952,-122.578844
322152,"322152-AA","s3_lk_48.8333439_-107.6256447","Site 16 White Water Lake (north)",48.834717,-107.62726
470848,"470848-AA","s3_lk_48.8353966_-122.073207","CANYON LAKE",48.832249,-122.068988
470909,"470909-AA","s3_lk_48.8523459_-121.7201419","ICEBERG LAKE",48.854081,-121.717907
470793,"470793-AA","s3_lk_48.8890031_-122.4226632","EPILIMNION-GREEN LAKE NR LYNDEN, WA",48.88814,-122.419062
470794,"470794-AA","s3_lk_48.9026146_-122.427663",NA,48.902088,-122.428956
472199,"472199-AA","s3_lk_48.9495713_-121.6401399","LOWER TWIN LAKE WHATCOM COUNTY",48.951126,-121.638453
241072,"241072-AB","21AWIC-219","MARE-4",32.877468,-85.901349
471928,"471928-AA","s3_lk_48.9523491_-121.6354176","UPPER TWIN LAKE WHATCOM COUNTY",48.953039,-121.633282
471889,"471889-AA","s17_lk_46.78854554_-121.9034329","LAKE GEORGE",46.78847,-121.903292
459476,"459476-AA","s3_lk_48.9760369_-117.3149674","EPILIMNION-LUCERNE LAKE NR METALINE, WA",48.977579,-117.315479
471156,"471156-AA","s3_lk_48.979294_-121.6870848","TOMYHOI LAKE",48.97376,-121.680696
467958,"467958-AA","s17_lk_46.79686309_-121.6750971","FAN LAKE",46.796869,-121.675326
482997,"482997-AA","s4_lk_36.502600000000001_-118.22669999999999","COTTONWOOD LAKE #5",36.503197,-118.226907
483139,"483139-AA","s4_lk_36.763711159755303_-118.36172338487999","BENCH LAKE",36.762896,-118.362075
470626,"470626-AA","s17_lk_46.79802523_-121.9159349","UNNAMED LAKE",46.798196,-121.91472
477655,"477655-AA","s4_lk_36.979579000000001_-118.879347","CHAIN LAKE EAST",36.979635,-118.879559
477459,"477459-AA","s4_lk_37.147162999999999_-119.04086700000001","BULLFROG LAKE",37.147328,-119.040579
479341,"479341-AA","s4_lk_37.232818000000002_-118.70724300000001","WAHOO LAKES, EAST",37.232886,-118.707471
480206,"480206-AA","s4_lk_37.307659999999998_-119.17825000000001","LONG LAKE",37.308157,-119.178237
483044,"483044-AA","s4_lk_37.387801000000003_-118.76517800000001","TREASURE LAKES, SE",37.387524,-118.765031
483044,"483044-AA","s4_lk_37.389043008631397_-118.764761726093","TREASURE LAKES, SE",37.387524,-118.765031
478697,"478697-AA","s4_lk_37.431122999999999_-118.92674100000001","VERMILION LAKE",37.431246,-118.926868
467582,"467582-AA","s17_lk_46.80850135_-121.5146059","SHRINER LAKE",46.808721,-121.514417
483177,"483177-AA","s4_lk_37.738288879394503_-119.236385345459","LITTLE EAST MARIE LAKE",37.738187,-119.2363
467817,"467817-AA","s17_lk_46.81589751_-121.6563801","UNNAMED LAKE",46.816066,-121.655176
482881,"482881-AA","s4_lk_37.908296585083001_-119.22021484375","DANA LAKE",37.908186,-119.220034
483019,"483019-AA","s4_lk_37.989445807699497_-119.305430525254","CASCADE LAKE",37.989369,-119.306435
483019,"483019-AA","s4_lk_37.989899999999999_-119.3056","CASCADE LAKE",37.989369,-119.306435
471128,"471128-AA","s17_lk_46.82281149_-121.8950875","UNNAMED LAKE",46.822751,-121.894968
472433,"472433-AA","s17_lk_46.83242792_-121.8632876","ST ANDREWS LAKE",46.832355,-121.86329
470659,"470659-AA","s17_lk_46.86645782_-121.5870503","UNNAMED LAKE",46.866626,-121.585848
479859,"479859-AA","s4_lk_38.143354494105303_-119.76507799217001","KARLS LAKE",38.145999,-119.762798
479859,"479859-AA","s4_lk_38.144996007944101_-119.764372168748","KARLS LAKE",38.145999,-119.762798
470659,"470659-AA","s17_lk_46.86697998_-121.5851284","OWYHIGH LAKE",46.867061,-121.585164
467893,"467893-AA","s17_lk_46.86904262_-121.5172682","TIPSOO LAKE",46.869209,-121.516068
478609,"478609-AA","s4_lk_38.225196701959803_-119.747790023535","NO NAME [KEY LAKE]",38.227831,-119.744992
478609,"478609-AA","s4_lk_38.2255557811717_-119.74717715445099","NO NAME [KEY LAKE]",38.227831,-119.744992
478609,"478609-AA","s4_lk_38.227777777999997_-119.74277778","ICELAND LAKE",38.227831,-119.744992
479829,"479829-AB","s4_lk_38.585382637761803_-120.094761803076","LOWER COLE CREEK LAKE",38.585442,-120.094724
480451,"480451-AA","s4_lk_38.605899999999998_-120.04989999999999","MOKE 14 LAKE",38.605804,-120.050363
471125,"471125-AA","s17_lk_46.88538892_-121.9070937","GOLDEN LAKES",46.885391,-121.907209
476430,"476430-AA","s4_lk_38.858130000000003_-120.18859999999999","SMITH LAKE",38.858031,-120.188437
472211,"472211-AA","s17_lk_46.88654195_-121.52208","DEADWOOD LAKES",46.886543,-121.522063
474697,"474697-AA","s4_lk_40.455599999999997_-121.1957","HIDDEN LAKES, UPPER [CARIBOU LAKE #06]",40.455654,-121.195946
476333,"476333-AA","s4_lk_40.469099999999997_-121.2218","UNNAMED LAKE [CARIBOU LAKE #8]",40.468798,-121.222827
470629,"470629-AA","s17_lk_46.88880968_-121.9000397","GOLDEN LAKES",46.889028,-121.900023
471693,"471693-AA","s17_lk_46.88895021_-121.5247564","DEADWOOD LAKES",46.888981,-121.52479
475707,"475707-AA","s4_lk_40.701999999999998_-121.5712","HUFFORD LAKE",40.70215,-121.572795
472471,"472471-AB","s17_lk_46.91073328_-121.513615","LOWER CRYSTAL LAKE",46.9109,-121.512414
482622,"482622-AA","s4_lk_41.3831502690985_-120.218847123836","PATTERSON LAKE",41.381771,-120.220346
472447,"472447-AA","s17_lk_46.91337938_-121.7542914","MYSTIC LAKE",46.913479,-121.754466
471157,"471157-AA","s17_lk_46.91893764_-121.6806661","UNNAMED LAKE",46.919107,-121.679459
472202,"472202-AA","s17_lk_46.91980198_-121.5886636","SUNRISE LAKE",46.919839,-121.588734
325144,"325144-AA","s5_lk_45.072618973278402_-109.805817604065","TWIN ISLAND LAKE",45.071862,-109.806088
274535,"274535-AA","21AWIC-2196","CEDF-2",34.544028,-87.973694
325144,"325144-AA","s5_lk_45.072650000000003_-109.8052","TWIN ISLAND LAKE",45.071862,-109.806088
325461,"325461-AA","s5_lk_45.103503002060201_-109.826750839116","STEPPING STONE LAKE",45.105386,-109.825912
325461,"325461-AA","s5_lk_45.105591315873902_-109.826159477234","STEPPING STONE LAKE",45.105386,-109.825912
317592,"317592-AA","s5_lk_45.388730000000002_-111.46859000000001","JEROME ROCK #1 LAKE",45.389035,-111.469176
317592,"317592-AA","s5_lk_45.389461929546499_-111.46950747075","JEROME ROCK #1 LAKE",45.389035,-111.469176
317447,"317447-AA","s5_lk_45.391109999999998_-111.46783000000001","JEROME ROCK #2 LAKE",45.391454,-111.468603
317447,"317447-AA","s5_lk_45.391536529543302_-111.467662870753","JEROME ROCK #2 LAKE",45.391454,-111.468603
317364,"317364-AA","s5_lk_45.3915491295433_-111.46090320409699","JEROME ROCK #3 LAKE",45.391894,-111.461657
317364,"317364-AA","s5_lk_45.391649999999998_-111.46089000000001","JEROME ROCK #3 LAKE",45.391894,-111.461657
466362,"466362-AA","s5_lk_45.592799999999997_-115.9466","UPPER SLADE LAKE",45.592734,-115.947428
465209,"465209-AB","s5_lk_45.620021820068402_-115.922061920166","UNNAMED LAKE [WEST KNOB LAKE]",45.620048,-115.921953
465205,"465205-AA","s5_lk_45.630600000000001_-115.95059999999999","UPPER GOSPEL LAKE",45.630493,-115.951772
466005,"466005-AA","s5_lk_45.634815216064503_-115.939876556396","EAST GOSPEL LAKE",45.634743,-115.93997
466004,"466004-AA","s5_lk_45.637099999999997_-115.9492","LOWER GOSPEL LAKE",45.636907,-115.950401
470660,"470660-AC","s17_lk_46.92884222_-121.5939538","CLOVER LAKE",46.928862,-121.59384
472441,"472441-AA","s17_lk_46.93695124_-121.8350978","UNNAMED LAKE",46.937122,-121.833885
472434,"472434-AB","s17_lk_46.93829372_-121.8621209","MOWICH LAKE",46.938332,-121.861986
465422,"465422-AA","s5_lk_46.250700000000002_-115.2021","SHASTA LAKE",46.250668,-115.201492
465422,"465422-AA","s5_lk_46.251164328209001_-115.20077639829201","SHASTA LAKE",46.250668,-115.201492
452130,"452130-AA","USGS-395518107242600","OYSTER LAKE",39.9216472,-107.4078348
472200,"472200-AA","s17_lk_46.9406223_-121.5987041","UNNAMED LAKE",46.94079,-121.5975
457765,"457765-AA","s5_lk_46.5578_-114.32510000000001","NORTH KOOTENAI LAKE",46.557783,-114.326415
457765,"457765-AA","s5_lk_46.557926177978501_-114.326717376709","NORTH KOOTENAI LAKE",46.557783,-114.326415
472200,"472200-AA","s17_lk_46.94164532_-121.5991359","HIDDEN LAKE",46.941652,-121.598921
460425,"460425-AA","s5_lk_46.998340606689503_-113.867752075195","FARMERS LAKES",46.998271,-113.867784
470661,"470661-AA","s17_lk_46.95084495_-121.5931047","UPPER PALISADES LAKE",46.951013,-121.5919
460414,"460414-AA","s5_lk_47.010482788085902_-113.915515899658","TWIN LAKE",47.010335,-113.91561
458944,"458944-AA","s5_lk_47.025192260742202_-113.914356231689","CARTER LAKE",47.025063,-113.914272
458194,"458194-AA","s5_lk_47.039695739746101_-113.91949462890599","BIG LAKE",47.039628,-113.919486
471668,"471668-AB","s17_lk_46.95208154_-121.7674788","CRESCENT LAKE",46.952083,-121.767586
459155,"459155-AA","s5_lk_48.075137599999998_-115.63468760000001","LOWER LIBBY LAKE",48.075334,-115.635671
459934,"459934-AA","s5_lk_48.078745699999999_-115.638479","UPPER LIBBY LAKE",48.078962,-115.639048
459934,"459934-AA","s5_lk_48.079039462709297_-115.639171600342","UPPER LIBBY LAKE",48.078962,-115.639048
453314,"453314-AA","s6_lk_37.467865608509101_-107.053348810938","FOUR MILE POTHOLE",37.469768,-107.046007
447144,"447144-AA","s6_lk_37.575603485107401_-105.495105743408","CRATER LAKE",37.575656,-105.495073
453558,"453558-AA","s6_lk_37.619999999999997_-107.58361111000001","UPPER GRIZZLY LAKE",37.620405,-107.586126
453566,"453566-AA","s6_lk_37.621426248155998_-107.331791653365","LITTLE GRANITE LAKE",37.620458,-107.331609
453422,"453422-AA","s6_lk_37.708888889000001_-107.55249999999999","WHITE DOME LAKE",37.708303,-107.552699
471159,"471159-AB","s17_lk_46.95341485_-121.6189955","UNNAMED LAKE",46.95345,-121.619026
453626,"453626-AB","s6_lk_37.713370674794596_-107.545831010174","LITTLE ELDORADO LAKE",37.713046,-107.54766
447269,"447269-AB","s6_lk_37.943521066342598_-106.864813079098","SMALL LAKE ABOVE U-SHAPED LAKE",37.943701,-106.864869
376155,"376155-AA","s6_lk_38.3510932833141_-105.88994954982201","UPPER STOUT LAKE",38.350481,-105.891513
376156,"376156-AA","s6_lk_38.353751473800699_-105.888200812747","LOWER STOUT LAKE",38.353141,-105.889514
450085,"450085-AA","s6_lk_38.7773342132568_-107.18301391601599","SOUTH GOLDEN LAKE",38.778797,-107.181656
470906,"470906-AA","s17_lk_46.95489692_-121.7540018","UNNAMED LAKE",46.955068,-121.752792
450278,"450278-AA","s6_lk_39.008924406117004_-107.240033677315","DEEP CREEK LAKE, COLORADO",39.008451,-107.240218
449285,"449285-AA","s6_lk_39.0494918060541_-106.656868278221","BROOKLYN LAKE",39.048823,-106.657039
449384,"449384-AA","s6_lk_39.062777777999997_-106.65638889","TABOR LAKE",39.062551,-106.657151
449163,"449163-AA","s6_lk_39.1438620059076_-107.099841010866","AVALANCHE LAKE",39.142395,-107.098657
449575,"449575-AA","s6_lk_39.162976805877904_-107.081996010894","CAPITOL LAKE",39.161845,-107.081301
449171,"449171-AA","s6_lk_39.164441872542298_-107.058880277597","MOON LAKE",39.163704,-107.060323
376383,"376383-AA","s6_lk_39.344462805596201_-106.425034811914","UPPER WEST TENNESSEE LAKE",39.342534,-106.426314
449593,"449593-AA","s6_lk_39.406175405500399_-106.53520887840899","BLODGETT LAKE, COLORADO",39.40757,-106.5368
449595,"449595-AA","s6_lk_39.509844805339497_-106.533147478413","UPPER TURQUOISE LAKE",39.508633,-106.532647
361326,"361326-AB","s6_lk_39.571192886891097_-105.60725762069799","UPPER MIDDLE BEARTRACK LAKE",39.571086,-105.607328
361075,"361075-AA","s6_lk_39.577352387391102_-105.66703377298199","FROZEN LAKE",39.577623,-105.66793
360543,"360543-AA","s6_lk_39.584004710382501_-105.657137792066","ABYSS LAKE",39.585332,-105.659022
