"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"600",2010787,"NLA17_CT-10010",1,"22-Aug-17",3.22,0.0017,15.64,0.51,0.009,22.26875,0.0107,"PROB","NAP","Northern Appalachians",-73.19875,41.4121,"Region_01",20.89999427,"Urban","MAN_MADE",382.3325,59,"H10020008","NLA_CT-10015",50.6434361311947,3.64103662454487e-05,6.42535874919683e-07,1.21367887484829e-07,7.18955288719462e-07,0.000268109908409659,7.63903762404512e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"601",2010788,"NLA17_GA-10023",1,"22-Aug-17",3.53,0,24.51,0.64,0.009,35.86125,0.009,"PROB","SAP","Southern Appalachians",-84.68063,34.05677,"Region_04",18.02954004,"Urban","MAN_MADE",119.9628,257,"H03150104","NLA_GA-10060",39.4642068452436,4.56914399942886e-05,6.42535874919683e-07,0,1.15779445849411e-06,0.000293921731890092,6.42535874919683e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"602",2010789,"NLA17_TX-10085",1,"22-Aug-17",3.65,0.0018,2.53,0.299,0.007,14.435,0.0088,"PROB","SPL","Southern Plains",-98.77402,29.82389,"Region_06",18.54343288,"Urban","MAN_MADE",76.21218,460,"H12100304","NLA_TX-10252",45.8039812663414,2.13464696223317e-05,4.99750124937531e-07,1.28507174983937e-07,4.66039611233924e-07,0.000303913405495421,6.28257299921468e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"603",2010790,"NLA17_MN-10028",1,"22-Aug-17",6.64,0,4.6,0.418,0.007,5.975,0.007,"PROB","UMW","Upper Midwest",-91.30297,48.04965,"Region_05",107.6571521,"Non-Urban","NATURAL",13.86166,442,"H09030001","NLA_MN-10148",154.698891022678,2.98422217462697e-05,4.99750124937531e-07,0,1.92905207975247e-07,0.000552872606161532,4.99750124937531e-07,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"604",2010791,"NLA17_CA-10054",1,"22-Aug-17",8.24,0,7.34,0.649,0.012,25.6775,0.012,"PROB","XER","Xeric",-116.7818,32.7867,"Region_09",28.49802878,"Urban","MAN_MADE",169.9212,412,"H18070304","NLA_CA-10173",55.8908593513361,4.63339758692083e-05,8.56714499892911e-07,0,8.29008113436722e-07,0.000686094920899251,8.56714499892911e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"605",2010792,"NLA17_OR-10008",2,"22-Aug-17",16.19,0,5.36,1.089,0.02,75.48375,0.02,"PROB","WMT","Western Mountains",-123.3458,44.54843,"Region_10",20.86758888,"Urban","MAN_MADE",39.04864,88,"H17090003","NLA_OR-10019",31.9023915088693,7.77468408652816e-05,1.42785749982152e-06,0,2.43702234184127e-06,0.00134804329725229,1.42785749982152e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"606",2010793,"NLA17_WI-10006",1,"22-Aug-17",8.34,NA,4.18,0.483,NA,11.8,NA,"PROB","UMW","Upper Midwest",-88.47493,44.88914,"Region_05",36.92713795,"Non-Urban","NATURAL",83.48663,256,"H04100010","NLA_WI-10026",90.5136236060783,3.44827586206897e-05,NA,NA,3.80967607382078e-07,0.000694421315570358,NA,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"607",2010794,"NLA17_WI-10118",1,"22-Aug-17",17.5,0.77,14.9,1.46,NA,30.5,NA,"PROB","UMW","Upper Midwest",-88.1395,44.99827,"Region_05",49.00046501,"Non-Urban","NATURAL",14.48685,221,"H04030104","NLA_WI-10193",105.852676746123,0.000104233597486971,NA,5.49725137431284e-05,9.84704408911304e-07,0.0014571190674438,NA,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"608",2010795,"NLA17_WV-10003",2,"22-Aug-17",3.99,0,4.1,0.359,0.014,11.65125,0.014,"PROB","SAP","Southern Appalachians",-78.59737,39.13362,"Region_03",5.882763554,"Non-Urban","MAN_MADE",15.43864,391,"H02070003","NLA_WV-10026",68.1350777538231,2.56300421217962e-05,9.99500249875062e-07,0,3.76165155551732e-07,0.000332223147377186,9.99500249875062e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"609",2010796,"NLA17_WY-10004",1,"21-Aug-17",4.64,0.0045,1.96,0.435,0.023,23.8425,0.0275,"PROB","WMT","Western Mountains",-105.4172,41.5112,"Region_08",168.0494042,"Non-Urban","MAN_MADE",1.758773,2327,"H10180011","NLA_WY-10082",40.3446817436112,3.1055900621118e-05,1.64203612479475e-06,3.21267937459841e-07,7.69764421949763e-07,0.000386344712739384,1.96330406225459e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"610",2010797,"NLA17_OK-10095",1,"22-Aug-17",7.75,0,23.2,0.895,0.012,79.5575,0.012,"PROB","SPL","Southern Plains",-96.43141,35.28397,"Region_06",8.95249304,"Non-Urban","MAN_MADE",22.92119,244,"H11100302","NLA_OK-10193",24.8765835641173,6.38966231170129e-05,8.56714499892911e-07,0,2.56854495121184e-06,0.000645295587010824,8.56714499892911e-07,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"611",2010798,"NLA17_SD-10112",1,"23-Aug-17",13.78,0.037,3.46,1.528,0.266,1578.888,0.303,"PROB","TPL","Temperate Plains",-98.74955,45.46393,"Region_08",12.46295597,"Non-Urban","MAN_MADE",16.98034,431,"H10160008","NLA_SD-10252",2.1400349126746,0.000109088312986364,1.89905047476262e-05,2.64153637466981e-06,5.0975015566464e-05,0.0011473771856786,2.1632041122296e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"612",2010799,"NLA17_CA-10005",2,"23-Aug-17",6.56,0.0018,17.92,0.825,0.014,62.87875,0.0158,"PROB","XER","Xeric",-117.8102,33.80119,"Region_09",12.30093767,"Urban","MAN_MADE",70.10302,95,"H18070203","NLA_CA-10033",29.0134168160055,5.88991218676376e-05,9.99500249875062e-07,1.28507174983937e-07,2.03006499514202e-06,0.000546211490424646,1.128007424859e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"613",2010800,"NLA17_ND-HP001",1,"23-Aug-17",10.67,0,7.94,1.069,0.02,46.71625,0.02,"HAND","NPL","Northern Plains",-98.880206,46.035467,"Region_08",0,"Non-Urban","MAN_MADE",10.64672,623.73,"H10160004","NLA_ND-10200",50.6009370763082,7.63189833654601e-05,1.42785749982152e-06,0,1.50825237189517e-06,0.000888426311407161,1.42785749982152e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"614",2010801,"NLA17_GA-10004",1,"23-Aug-17",2.44,0,7.41,0.279,0.007,10.0975,0.007,"PROB","SAP","Southern Appalachians",-84.64845,34.13781,"Region_04",2.62465264,"Urban","MAN_MADE",3511.416,256,"H03160201","NLA_GA-10010",61.0997129203375,1.99186121225102e-05,4.99750124937531e-07,0,3.26001730130554e-07,0.000203164029975021,4.99750124937531e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"615",2010802,"NLA17_TX-10089",1,"23-Aug-17",9.51,0.002,8.5,1.101,0.034,33.37875,0.036,"PROB","SPL","Southern Plains",-98.24509,30.03834,"Region_06",703.5703733,"Non-Urban","MAN_MADE",1.220818,338,"H12100203","NLA_TX-10256",72.9400536592153,7.86035553651745e-05,2.42735774969658e-06,1.42785749982152e-07,1.07764597668683e-06,0.000791840133222315,2.57014349967873e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"616",2010803,"NLA17_WV-10015",1,"23-Aug-17",4.19,0,17.14,0.49,0.009,28.325,0.009,"PROB","SAP","Southern Appalachians",-79.79422,39.49277,"Region_03",5.461026807,"Non-Urban","MAN_MADE",8.924864,524,"H05020002","NLA_WV-10033",38.2538358333631,3.49825087456272e-05,6.42535874919683e-07,0,9.14483684669268e-07,0.000348875936719401,6.42535874919683e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"617",2010806,"NLA17_WY-10050",1,"23-Aug-17",6.37,0.0014,5.68,0.476,0.01,24.77625,0.0114,"PROB","WMT","Western Mountains",-106.3582,41.41529,"Region_08",28.00031276,"Non-Urban","NATURAL",4.005333,3027,"H10180004","NLA_WY-10130",42.4834919377807,3.39830084957521e-05,7.13928749910759e-07,9.99500249875062e-08,7.99910905288154e-07,0.000530391340549542,8.13878774898265e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"618",2010807,"NLA17_FL-10030",1,"24-Aug-17",10.21,0.0016,2.37,0.759,0.024,5.05375,0.0256,"PROB","CPL","Coastal Plains",-80.16398,26.6388,"Region_04",126.2921178,"Urban","MAN_MADE",8.324166,5,"H03090206","NLA_FL-10122",332.106097850082,5.41871921182266e-05,1.71342899978582e-06,1.14228599985721e-07,1.63162292017557e-07,0.000850124895920067,1.82765759977154e-06,"OLIGOTROPHIC (<= 10 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"619",2010808,"NLA17_AR-10022",1,"24-Aug-17",7.1,0,54.93,0.798,0.011,118.70125,0.011,"PROB","CPL","Coastal Plains",-92.52257,33.3449,"Region_06",10.74919914,"Non-Urban","NATURAL",14.60579,24,"H08040204","NLA_AR-10044",14.8660786876683,5.69715142428786e-05,7.85321624901835e-07,0,3.83231620387813e-06,0.000591174021648626,7.85321624901835e-07,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"620",2010809,"NLA17_MI-10092",1,"24-Aug-17",14.26,0.0016,5.45,0.693,0.026,16.705,0.0276,"PROB","UMW","Upper Midwest",-84.77026,45.63683,"Region_05",58.01738359,"Non-Urban","NATURAL",5.511459,225,"H04070005","NLA_MI-10184",91.7351093325531,4.94752623688156e-05,1.85621474976797e-06,1.14228599985721e-07,5.3932744756929e-07,0.00118734388009992,1.97044334975369e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"621",2010810,"NLA17_MN-10009",1,"23-Aug-17",8.19,0,21,0.903,0.014,41.77,0.014,"PROB","UMW","Upper Midwest",-94.33311,44.9994,"Region_05",143.2428323,"Non-Urban","NATURAL",428.3026,320,"H05140101","NLA_MN-10065",47.8048657948019,6.44677661169415e-05,9.99500249875062e-07,0,1.34856075935165e-06,0.000681931723563697,9.99500249875062e-07,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"622",2010811,"NLA17_MN-10188",1,"24-Aug-17",13.55,0.0015,165.2,3.2,0.026,251.775,0.0275,"PROB","UMW","Upper Midwest",-93.91278,44.78814,"Region_05",107.6571521,"Urban","NATURAL",14.97833,297,"H07010203","NLA_MN-10180",28.1051690542944,0.000228457199971443,1.85621474976797e-06,1.07089312486614e-07,8.12865418208667e-06,0.00112822647793505,1.96330406225459e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"623",2010812,"NLA17_WV-10017",1,"24-Aug-17",4.34,0,5.11,0.343,0.01,15.06125,0.01,"PROB","SAP","Southern Appalachians",-82.25327,38.42877,"Region_03",51.65188465,"Urban","MAN_MADE",1.275541,173,"H10270202","NLA_WV-10035",50.35956046052,2.4487756121939e-05,7.13928749910759e-07,0,4.86258337007062e-07,0.000361365528726062,7.13928749910759e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"624",2010813,"NLA17_NV-10005",1,"24-Aug-17",11.46,0.0695,1.43,0.574,0.01,67.92875,0.0795,"PROB","XER","Xeric",-119.5655,40.0481,"Region_09",1.555485734,"Non-Urban","NATURAL",46299.68,1156,"H16050103","NLA_NV-10054",18.6856021510692,4.09795102448776e-05,7.13928749910759e-07,4.96180481187977e-06,2.19310621694537e-06,0.000954204829308909,5.67573356179053e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"625",2010814,"NLA17_OR-10128",2,"24-Aug-17",3.82,NA,8.5,0.6625,NA,40,NA,"PROB","WMT","Western Mountains",-122.8156,45.70816,"Region_10",84.98418474,"Urban","NATURAL",1.906857,7,"H17090012","NLA_OR-10222",36.6247542722835,4.72977796815878e-05,NA,NA,1.29141561824433e-06,0.000318068276436303,NA,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"626",2010815,"NLA17_OR-10132",1,"23-Aug-17",1.41,NA,0.2,NA,NA,NA,NA,"PROB","WMT","Western Mountains",-121.8217,45.48935,"Region_10",23.28021575,"Non-Urban","NATURAL",102.2268,959,"H17070105","NLA_OR-10226",NA,NA,NA,NA,NA,0.000117402164862614,NA,NA,NA,"OLIGOTROPHIC (<= 2 ug/L)"
"627",2010816,"NLA17_NY-10001",1,"23-Aug-17",2.97,0,2.77,0.249,0.008,6.58625,0.008,"PROB","NAP","Northern Appalachians",-77.12653,42.49864,"Region_02",157.8006618,"Urban","NATURAL",4564.91,217,"H04130002","NLA_NY-10014",83.6007096091571,1.77768258727779e-05,5.71142999928607e-07,0,2.12639652891543e-07,0.00024729392173189,5.71142999928607e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"628",2010817,"NLA17_NY-10007",1,"24-Aug-17",3.51,0,3.03,0.363,0.009,16.48125,0.009,"PROB","NAP","Northern Appalachians",-74.03007,41.38004,"Region_02",281.389883,"Urban","NATURAL",14.93185,295,"H02020008","NLA_NY-10036",48.7040757438021,2.59156136217605e-05,6.42535874919683e-07,0,5.32103591454735e-07,0.00029225645295587,6.42535874919683e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"629",2010818,"NLA17_TN-10022",1,"25-Aug-17",5.6,0.0018,60.32,1.465,0.015,107.77875,0.0168,"PROB","SAP","Southern Appalachians",-86.83965,35.40267,"Region_04",47.97600575,"Urban","MAN_MADE",10.84975,266,"H06040005","NLA_TN-10055",30.0575314739538,0.000104590561861926,1.07089312486614e-06,1.28507174983937e-07,3.47967902662129e-06,0.000466278101582015,1.19940029985007e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"630",2010819,"NLA17_NY-10018",1,"25-Aug-17",4.34,0.003,24.4,0.56,0.013,71.28875,0.016,"PROB","SAP","Southern Appalachians",-74.38424,41.58713,"Region_02",530.4217388,"Urban","MAN_MADE",1.441128,115,"H10110201","NLA_NY-10043",17.3706414302799,3.99800099950025e-05,9.28107374883987e-07,2.14178624973228e-07,2.30158512887789e-06,0.000361365528726062,1.14228599985721e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"631",2010820,"NLA17_MT-10030",1,"27-Aug-17",17.73,0.0016,17.47,1.975,0.048,65.675,0.0496,"PROB","WMT","Western Mountains",-113.3258,48.90706,"Region_08",82.79569926,"Non-Urban","NATURAL",1.274332,1578,"H10050001","NLA_MT-10191",66.4991121232575,0.000141000928107375,3.42685799957164e-06,1.14228599985721e-07,2.12034301820491e-06,0.00147626977518734,3.54108659955736e-06,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"632",2010821,"NLA17_NY-HP001",1,"27-Aug-17",3.19,0.0014,1.56,0.183,0.007,5.03,0.0084,"HAND","NAP","Northern Appalachians",-73.5900746,43.4546224,"Region_02",0,"Non-Urban","NATURAL",16.64059,279.34,"H04150401","NLA_NY-10018",80.4510900703298,1.30648961233669e-05,4.99750124937531e-07,9.99500249875062e-08,1.62395513994225e-07,0.000265611990008326,5.99700149925037e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"633",2010822,"NLA17_WY-10009",1,"23-Aug-17",0.5,0.0037,2.55,0.08,0.006,6.28375,0.0097,"PROB","WMT","Western Mountains",-109.1734,42.70723,"Region_08",16.48218584,"Non-Urban","NATURAL",32.04782,3247,"H14040104","NLA_WY-10080",28.1526912219812,5.71142999928607e-06,4.28357249946455e-07,2.64153637466981e-07,2.02873322278571e-07,4.16319733555371e-05,6.92510887413436e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"634",2010823,"NLA17_WY-10020",1,"27-Aug-17",3.73,0.01,4.97,0.566,0.01,98.42375,0.02,"PROB","XER","Xeric",-109.4346,42.27144,"Region_08",15.46197994,"Non-Urban","MAN_MADE",868.2136,2061,"H14040104","NLA_WY-10042",12.716434293276,4.0408367244949e-05,7.13928749910759e-07,7.13928749910759e-07,3.17764919890439e-06,0.000310574521232306,1.42785749982152e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"635",2010824,"NLA17_WY-10031",1,"27-Aug-17",0.56,0.07,0.76,0.125,0.008,7.67,0.078,"PROB","WMT","Western Mountains",-109.5855,43.06903,"Region_08",28.00031276,"Non-Urban","NATURAL",8.03526,3198,"H14040102","NLA_WY-10111",36.0382320457391,8.92410937388449e-06,5.71142999928607e-07,4.99750124937531e-06,2.47628944798351e-07,4.66278101582015e-05,5.56864424930392e-06,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"636",2010825,"NLA17_TN-10023",1,"28-Aug-17",5.11,0.0028,13.78,0.609,0.03,39.8275,0.0328,"PROB","SAP","Southern Appalachians",-87.65727,36.57854,"Region_04",45.96187245,"Non-Urban","MAN_MADE",27.37996,181,"H05120209","NLA_TN-10056",33.8129509575261,4.34782608695652e-05,2.14178624973228e-06,1.99900049975012e-07,1.28584638839065e-06,0.000425478767693589,2.34168629970729e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"637",2010826,"NLA17_ND-10107",1,"28-Aug-17",62.1,0,13.6,7.05,1.24,1962.584,1.24,"PROB","NPL","Northern Plains",-101.173,47.63043,"Region_08",151.0216927,"Non-Urban","NATURAL",1.169548,562,"H10110101","NLA_ND-10207",7.94345960437983,0.000503319768687085,8.85271649889341e-05,0,6.33627907429109e-05,0.0051706910907577,8.85271649889341e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"638",2010827,"NLA17_MN-10180",1,"28-Aug-17",14.55,0.0015,115.2,2.505,0.024,203.05375,0.0255,"PROB","UMW","Upper Midwest",-95.52203,46.14895,"Region_05",50.04500515,"Non-Urban","NATURAL",34.86465,441,"H07020002","NLA_MN-10172",27.2800739971954,0.000178839151852645,1.71342899978582e-06,1.07089312486614e-07,6.55566960232701e-06,0.00121149042464613,1.82051831227244e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"639",2010828,"NLA17_MT-10076",1,"28-Aug-17",13.16,0,3.87,0.908,0.015,16.90625,0.015,"PROB","NPL","Northern Plains",-112.8555,48.32604,"Region_08",32.21418608,"Non-Urban","NATURAL",19.99022,1335,"H10030201","NLA_MT-10219",118.764703813117,6.48247304918969e-05,1.07089312486614e-06,0,5.45824882398581e-07,0.00109575353871774,1.07089312486614e-06,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"640",2010829,"NLA17_IN-10076",1,"28-Aug-17",7.8,0,145.33,2.595,0.032,310.3075,0.032,"PROB","TPL","Temperate Plains",-85.73445,39.23423,"Region_05",85.82811419,"Urban","MAN_MADE",2.719248,212,"H05120112","NLA_IN-10174",18.492427215125,0.000185264510601842,2.28457199971443e-06,0,1.00183987989588e-05,0.000649458784346378,2.28457199971443e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"641",2010830,"NLA17_MN-10017",1,"29-Aug-17",18.78,0,51.2,2.73,0.024,93.97625,0.024,"PROB","TPL","Temperate Plains",-96.13317,46.12736,"Region_05",66.72882606,"Non-Urban","NATURAL",13.55618,341,"H09030006","NLA_MN-10087",64.2382001519691,0.000194902548725637,1.71342899978582e-06,0,3.03405992485085e-06,0.00156369691923397,1.71342899978582e-06,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"642",2010831,"NLA17_OR-10006",1,"29-Aug-17",3.41,0,33.44,0.528,0.011,50.1625,0.011,"PROB","WMT","Western Mountains",-118.0521,44.68127,"Region_10",23.30305999,"Non-Urban","MAN_MADE",911.818,1241,"H17050203","NLA_OR-10032",23.2757443284609,3.76954379952881e-05,7.85321624901835e-07,0,1.61951589875453e-06,0.000283930058284763,7.85321624901835e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"643",2010832,"NLA17_OR-10088",1,"29-Aug-17",5.47,0,4.1,0.554,0.013,30.12,0.013,"PROB","WMT","Western Mountains",-117.8134,44.85988,"Region_10",42.65136929,"Urban","NATURAL",3.853345,1021,"H17050203","NLA_OR-10184",40.6727582587287,3.9551652745056e-05,9.28107374883987e-07,0,9.72435960537983e-07,0.000455453788509575,9.28107374883987e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"644",2010833,"NLA17_SC-HP002",1,"29-Aug-17",1.03,0,2.53,0.066,0.004,6.89125,0.004,"HAND","SAP","Southern Appalachians",-82.939386,34.976183,"Region_04",0,"Non-Urban","MAN_MADE",2220.978,335.62,"H03060101","NLA_SC-10052",21.1784785938041,4.71192974941101e-06,2.85571499964304e-07,0,2.22486696980657e-07,8.57618651124063e-05,2.85571499964304e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"645",2010834,"NLA17_WY-10019",1,"29-Aug-17",1.17,0.0014,9.04,0.101,0.005,102.7375,0.0064,"PROB","WMT","Western Mountains",-109.8408,43.77403,"Region_08",88.72383011,"Non-Urban","NATURAL",1.508012,2815,"H10080001","NLA_WY-10108",2.17390823945474,7.21068037409867e-06,3.56964374955379e-07,9.99500249875062e-08,3.31692030198443e-06,9.74188176519567e-05,4.56914399942886e-07,"HYPEREUTROPHIC (> 100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"646",2010835,"NLA17_OR-10029",1,"29-Aug-17",0.43,0,0.29,0.02,0.004,2.2025,0.004,"PROB","WMT","Western Mountains",-117.3406,45.12879,"Region_10",3.780389736,"Non-Urban","NATURAL",12.35263,2270,"H17050203","NLA_OR-10142",20.0799629359959,1.42785749982152e-06,2.85571499964304e-07,0,7.11085724795786e-08,3.58034970857619e-05,2.85571499964304e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"647",2010836,"NLA17_ND-10128",1,"30-Aug-17",NA,NA,1.6,2.46,0.03,30,NA,"PROB","NPL","Northern Plains",-100.8129,47.73102,"Region_08",151.0216927,"Non-Urban","NATURAL",1.464589,595,"H10130101","NLA_ND-10228",181.327085302777,0.000175626472478047,2.14178624973228e-06,NA,9.6856171368325e-07,NA,NA,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"648",2010837,"NLA17_MO-10028",1,"30-Aug-17",7.61,0.0052,57.2,0.83,0.026,75.63875,0.0312,"PROB","TPL","Temperate Plains",-93.93585,37.78355,"Region_07",317.4151069,"Non-Urban","MAN_MADE",2.20515,268,"H10290106","NLA_MO-10071",24.2651274936595,5.9256086242593e-05,1.85621474976797e-06,3.71242949953595e-07,2.44202657736196e-06,0.000633638634471274,2.22745769972157e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"649",2010838,"NLA17_NY-10005",1,"29-Aug-17",4.61,0,3.65,0.224,0.008,9.05,0.008,"PROB","NAP","Northern Appalachians",-73.63472,43.85045,"Region_02",562.989066,"Non-Urban","NATURAL",3.061326,404,"H02020001","NLA_NY-10032",54.7328757685246,1.5992003998001e-05,5.71142999928607e-07,0,2.9218278362778e-07,0.000383846794338052,5.71142999928607e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"650",2010839,"NLA17_NY-10014",1,"30-Aug-17",16.12,0,6.22,0.501,0.015,29.9525,0.015,"HAND","NAP","Northern Appalachians",-74.06547,44.73604,"Region_02",0,"Non-Urban","NATURAL",16.83148,528,"H04150305","NLA_NY-10031",36.987372175331,3.5767830370529e-05,1.07089312486614e-06,0,9.67028157636585e-07,0.00134221482098251,1.07089312486614e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
