"","VISIT_ID","NTL_PPM","PTL_PPB","NH4N_PPM","NO3N_PPM","DOC_PPM","CHLA_PPB","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PCT_WATER_BSN","PCT_WETLAND_BSN","PCT_FOREST_BSN","ECO_REG","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","DIN_PPM","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"566",7276,0.351,230,0.044,0.047,2.26,4.288,"NLA12_NV-137",1,"7/16/2012","PROB",-119.8174513,41.16858314,"Region_9",2.307668761,"No","MAN_MADE",28.89670735,1560.81,16040204,"NLA_NV-10105",0,0,0.235608,0.047261,0.112028,"XER","Good","Good","Poor","Mesotrophic",0.091,3.37464511883748,2.50588991218676e-05,3.14128649960734e-06,3.35546512458057e-06,7.42563980490492e-06,0.000188176519567027,6.49675162418791e-06,"Xeric","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"567",7277,0.728,166,0.019,0.002,3.77,32.964,"NLA12_NV-119",2,"7/18/2012","PROB",-118.3893572,41.6332907,"Region_9",2.271039098,"No","MAN_MADE",15.38586876,1311.62,16040202,"NLA_NV-10090",0,0,0.072709,0.133418,0.481434,"XER","Good","Fair","Poor","Mesotrophic",0.021,9.69777535266102,5.19740129935032e-05,1.35646462483044e-06,1.42785749982152e-07,5.35937481571398e-06,0.000313905079100749,1.49925037481259e-06,"Xeric","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"568",7278,1.049,565,0.053,0.041,6.26,13.66153846,"NLA12_NV-101",2,"7/17/2012","PROB",-119.1790015,41.92898525,"Region_9",4.663642135,"No","MAN_MADE",100.3274322,1678.23,16040205,"NLA_NV-10043",0.799759,0,0.765768,0.199576,0.08692,"XER","Good","Poor","Poor","Mesotrophic",0.094,4.10559275809655,7.48911258656386e-05,3.78382237452702e-06,2.92710787463411e-06,1.82412456077012e-05,0.000521232306411324,6.71093024916113e-06,"Xeric","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"569",7282,1.188,62,0.013,0,10.06,59.36,"NLA12_IL-106",1,"7/19/2012","PROB",-88.13351269,42.37464061,"Region_5",13.83703919,"Yes","NATURAL",154.8025399,223.92,7120006,"NLA_IL-10006",47.730152,26.143974,5.69453,4.266372,9.567208,"TPL","Poor","Fair","Fair","Hypereutrophic",0.013,42.3714746930958,8.48147354893981e-05,9.28107374883987e-07,0,2.00169420827872e-06,0.000837635303913405,9.28107374883987e-07,"Temperate Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"570",7284,0.426,12,0.07,0.026,3.84,1.691,"NLA12_NY-0111",1,"7/16/2012","PROB",-74.48992678,43.24193911,"Region_2",496.687824,"No","NATURAL",4.458108519,576.39,2020002,"NLA_NY-10033",0,0,15.012107,8.716707,75.060533,"NAP","Good","Fair","Good","Oligotrophic",0.096,78.5013601005925,3.04133647461983e-05,4.99750124937531e-06,1.85621474976797e-06,3.874246854733e-07,0.000319733555370525,6.85371599914329e-06,"Northern Appalachians","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"571",7286,3.14,327,0.1,0.05,15.6,93.6,"NLA12_OK-296",1,"7/16/2012","PROB",-96.36676849,35.17758601,"Region_6",349.6923077,"No","MAN_MADE",3.40241209,230.81,11100302,"NLA_OK-10114",5.875441,85.076381,3.290247,0,0.235018,"SPL","Poor","Poor","Poor","Hypereutrophic",0.15,21.2339467386709,0.000224173627471978,7.13928749910759e-06,3.56964374955379e-06,1.05573226791474e-05,0.00129891756869276,1.07089312486614e-05,"Southern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"572",7288,0.556,16,0.051,0.003,4.27,1.944,"NLA12_IN-116",1,"7/19/2012","PROB",-86.21213767,39.27760527,"Region_5",685.7762136,"No","MAN_MADE",6.315541703,249.35,5120202,"NLA_IN-10025",3.225806,17.97235,10.291859,0,65.745008,"SAP","Good","Poor","Good","Oligotrophic",0.054,76.8428806618476,3.96944384950382e-05,3.64103662454487e-06,2.14178624973228e-07,5.16566247297733e-07,0.000355537052456286,3.8552152495181e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"573",7290,0.571,38,0.012,0.003,5.31,6.453333333,"NLA12_AZ-140",1,"7/19/2012","PROB",-109.8626777,32.8056793,"Region_9",8.518404325,"No","MAN_MADE",5.897283111,1006.44,15040005,"NLA_AZ-10078",0,1.134931,2.522068,1.008827,0,"XER","Good","Fair","Good","Mesotrophic",0.015,33.2277810359069,4.07653316199043e-05,8.56714499892911e-07,2.14178624973228e-07,1.22684483733212e-06,0.000442131557035803,1.07089312486614e-06,"Xeric","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"574",7292,0.449,56,0.0094,0,2.83,32,"NLA12_AL-103",1,"7/19/2012","PROB",-86.05315833,33.7624784,"Region_4",51.33189892,"Yes","MAN_MADE",10363.25848,141.76,3150106,"NLA_AL-10037",11.524195,16.261114,1.837928,0.936638,61.358316,"SAP","Good","Poor","Poor","Hypereutrophic",0.0094,17.7299349522968,3.20554008709931e-05,6.71093024916113e-07,0,1.80798186554207e-06,0.00023563696919234,6.71093024916113e-07,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"575",7294,0.208,8,0.0071,0.002,2.98,1.712,"NLA12_OH-127",1,"7/19/2012","PROB",-82.69067345,39.05604224,"Region_5",22.92435556,"No","MAN_MADE",65.08673406,211.53,5060002,"NLA_OH-10054",3.528237,19.782537,8.521025,0,65.693998,"SAP","Good","Good","Good","Oligotrophic",0.0091,57.4939538764903,1.48497179981438e-05,5.06889412436639e-07,1.42785749982152e-07,2.58283123648867e-07,0.000248126561199001,6.49675162418791e-07,"Southern Appalachians","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"576",7295,0.125,7,0.021,0,1.94,0.6112,"NLA12_NH-109",1,"7/19/2012","PROB",-72.07432508,42.99011487,"Region_1",57.11156925,"Yes","MAN_MADE",70.28488728,422.83,1070003,"NLA_NH-10020",0,0.440432,16.978639,0.924907,81.656022,"NAP","Good","Good","Good","Oligotrophic",0.021,39.4876056844027,8.92410937388449e-06,1.49925037481259e-06,0,2.25997733192758e-07,0.000161532056619484,1.49925037481259e-06,"Northern Appalachians","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"577",7298,0.271,5,0.01,0.11,1.9,0.842666667,"NLA12_MD-103",1,"7/19/2012","PROB",-79.23041764,39.68564758,"Region_3",15.42027947,"No","MAN_MADE",12.75269087,779.28,5020006,"NLA_MD-10016",22.793017,14.389028,4.713217,0.124688,55.935162,"SAP","Good","Good","Good","Oligotrophic",0.12,119.852780773299,1.93474691225816e-05,7.13928749910759e-07,7.85321624901835e-06,1.61426952280542e-07,0.000158201498751041,8.56714499892911e-06,"Southern Appalachians","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"578",7304,0.609,39,0.028,0.003,6.49,5.546666667,"NLA12_TX-182",1,"7/19/2012","PROB",-98.62250327,31.58749658,"Region_6",24.85716519,"No","MAN_MADE",27.75564237,448.76,12090107,"NLA_TX-10161",0.432787,1.473814,0.391847,0.026318,5.240225,"SPL","Good","Good","Fair","Mesotrophic",0.031,34.5303924169454,4.34782608695652e-05,1.99900049975012e-06,2.14178624973228e-07,1.25913022778822e-06,0.000540383014154871,2.21317912472335e-06,"Southern Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"579",7305,0.376,37,0.011,0.006,2.55,3.733333333,"NLA12_RI-111",2,"7/19/2012","PROB",-71.44686035,41.77464309,"Region_1",54.09699676,"Yes","NATURAL",7.17074942,7.67,1090004,"NLA_RI-10051",88.662791,0,6.686047,3.77907,0.872093,"NAP","Poor","Fair","Poor","Eutrophic",0.017,22.4716493321833,2.68437209966445e-05,7.85321624901835e-07,4.28357249946455e-07,1.19455944687601e-06,0.000212323064113239,1.21367887484829e-06,"Northern Appalachians","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"580",7306,0.206,20,0.028,0,1.43,11.64444444,"NLA12_NV-144",1,"7/19/2012","PROB",-117.1658183,39.24114932,"Region_9",4.087870376,"No","MAN_MADE",5.804787052,2255.5,16060004,"NLA_NV-10112",0,0,0.118953,0.511059,50.211472,"XER","Good","Good","Good","Eutrophic",0.028,22.7764509587635,1.47069322481616e-05,1.99900049975012e-06,0,6.45707809122167e-07,0.000119067443796836,1.99900049975012e-06,"Xeric","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"581",7307,0.425,157,0.132,0.007,5.67,58.4,"NLA12_GA-102",1,"7/19/2012","PROB",-81.8952677,33.29924834,"Region_4",1148.622872,"Yes","NATURAL",5.011122915,31.76,3060106,"NLA_GA-10018",3.617325,0,0,94.098049,2.284626,"CPL","Poor","Good","Poor","Hypereutrophic",0.139,5.98601920566105,3.03419718712073e-05,9.42385949882202e-06,4.99750124937531e-07,5.06880630160901e-06,0.00047210657785179,9.92360962375955e-06,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"582",7314,0.3,6,0.02,0.05,3.8,1.92,"NLA12_ME-114",1,"7/18/2012","PROB",-69.98649383,44.52528541,"Region_1",185.2928907,"No","NATURAL",161.622639,105.04,1040002,"NLA_ME-10043",3.812162,4.255268,5.709813,3.956653,78.916316,"NAP","Good","Good","Good","Oligotrophic",0.07,110.565295916328,2.14178624973228e-05,1.42785749982152e-06,3.56964374955379e-06,1.9371234273665e-07,0.000316402997502082,4.99750124937531e-06,"Northern Appalachians","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"583",7321,0.166,11,0.0068,0.002,2.1,0.464,"NLA12_MT-106",1,"7/20/2012","PROB",-112.4617662,47.68287539,"Region_8",6.113320325,"No","MAN_MADE",617.4968114,1332,10030104,"NLA_MT-10110",0,0,24.880413,3.34205,0,"NPL","Good","Good","Good","Oligotrophic",0.0088,33.3706165856552,1.18512172485186e-05,4.85471549939316e-07,1.42785749982152e-07,3.55139295017192e-07,0.000174854288093256,6.28257299921468e-07,"Northern Plains","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"584",7322,0.398,5,0.012,0.36,0.48,1.16,"NLA12_CO-119",1,"7/18/2012","PROB",-105.604528,40.25822853,"Region_8",111.2858011,"No","NATURAL",6.135920724,3594.97,10190005,"NLA_CO-10058",0,0,18.464351,0,0,"WMT","Good","Poor","Good","Oligotrophic",0.372,176.019951098793,2.84143642464482e-05,8.56714499892911e-07,2.57014349967873e-05,1.61426952280542e-07,3.99666944213156e-05,2.65581494966802e-05,"Western Mountains","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"585",7325,0.235,15,0.016,0,3.34,2.2,"NLA12_CO-106",1,"7/20/2012","PROB",-105.1266943,40.33707955,"Region_8",19.12157378,"Yes","MAN_MADE",189.8164828,1562.41,10190006,"NLA_CO-10021",1.985095,40.408583,11.403058,2.845946,0.012849,"SPL","Good","Good","Good","Mesotrophic",0.016,34.6437927204493,1.67773256229028e-05,1.14228599985721e-06,0,4.84280856841625e-07,0.000278101582014987,1.14228599985721e-06,"Southern Plains","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"586",7341,0.0643,7.2,0.0052,0.005,1.8,3.2,"NLA12_CA-111",1,"7/19/2012","PROB",-121.0410833,39.013583,"Region_9",20.86922853,"Yes","MAN_MADE",146.5493939,488.8,18020126,"NLA_CA-10046",5.389425,0,1.148072,0.09016,81.16166,"XER","Good","Good","Good","Mesotrophic",0.0102,19.7481903539441,4.59056186192618e-06,3.71242949953595e-07,3.56964374955379e-07,2.3245481128398e-07,0.000149875104079933,7.28207324908974e-07,"Xeric","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"587",7344,0.923,219,0.028,0.015,5.85,27.36,"NLA12_NE-101",1,"7/22/2012","PROB",-99.29220135,40.06311139,"Region_7",8.264109252,"No","MAN_MADE",5312.030314,593.39,10250009,"NLA_NE-10076",3.227474,50.263496,0.221798,0.863696,0.16527,"SPL","Good","Poor","Poor","Eutrophic",0.043,9.31979617632606,6.58956236167631e-05,1.99900049975012e-06,1.07089312486614e-06,7.07050050988772e-06,0.000487094088259783,3.06989362461626e-06,"Southern Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"588",7350,1.564,153,0.053,0.002,10.88,17.28,"NLA12_ND-114",1,"7/23/2012","PROB",-99.7647378,46.83158041,"Region_8",58.97169537,"No","NATURAL",314.2060639,525.31,10130103,"NLA_ND-10025",3.667769,34.37088,5.922869,3.963266,0.016568,"NPL","Good","Fair","Poor","Eutrophic",0.055,22.6044604984492,0.000111658456486043,3.78382237452702e-06,1.42785749982152e-07,4.93966473978457e-06,0.000905911740216486,3.92660812450917e-06,"Northern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"589",7357,1.841,304,0.019,0,15.98,72.92571429,"NLA12_SD-133",1,"7/23/2012","PROB",-99.31405069,44.47740626,"Region_8",41.84216115,"No","MAN_MADE",4.904037241,589.88,10140103,"NLA_SD-10107",1.577158,3.698165,0.448674,0.598232,0,"NPL","Good","Poor","Poor","Hypereutrophic",0.019,13.3914940646026,0.000131434282858571,1.35646462483044e-06,0,9.81475869865693e-06,0.00133055786844296,1.35646462483044e-06,"Northern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"590",7364,0.57,5,0.1,0.05,7.98,2.32,"NLA12_OK-306",1,"7/23/2012","PROB",-97.27012902,35.83096575,"Region_6",47.27999775,"No","MAN_MADE",6.682644404,309.5,11100303,"NLA_OK-10124",3.426468,1.576364,1.548046,0,63.30942,"SPL","Good","Good","Good","Mesotrophic",0.15,252.088874689227,4.06939387449133e-05,7.13928749910759e-06,3.56964374955379e-06,1.61426952280542e-07,0.000664446294754371,1.07089312486614e-05,"Southern Plains","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"591",7366,0.152,4.1,0.0031,0.005,1.04,1.4,"NLA12_CA-200",1,"7/23/2012","PROB",-120.322472,39.36848919,"Region_9",17.23202013,"No","NATURAL",13.90867569,2314.27,16050102,"NLA_CA-10134",0,0,13.200723,0,30.289331,"WMT","Good","Good","Good","Oligotrophic",0.0081,81.9801218501551,1.08517169986435e-05,2.21317912472335e-07,3.56964374955379e-07,1.32370100870044e-07,8.65945045795171e-05,5.78282287427715e-07,"Western Mountains","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"592",7367,0.114,6,0.03,0.007,1.63,0.56,"NLA12_UT-203",1,"7/23/2012","PROB",-111.5899784,40.58885713,"Region_8",2.938915931,"Yes","MAN_MADE",8.964948567,2909.22,16020204,"NLA_UT-10149",0,0,5.328947,0,53.552632,"WMT","Good","Good","Good","Oligotrophic",0.037,42.0148124482045,8.13878774898265e-06,2.14178624973228e-06,4.99750124937531e-07,1.9371234273665e-07,0.000135720233139051,2.64153637466981e-06,"Western Mountains","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"593",7368,0.344,37,0.038,0.08,2.68,8.945454545,"NLA12_AL-104",1,"7/23/2012","PROB",-87.86108477,32.51586852,"Region_4",101.4910459,"Yes","MAN_MADE",4731.474336,22.28,3160201,"NLA_AL-10005",6.805223,19.843241,1.875347,9.843201,49.023247,"CPL","Poor","Good","Good","Eutrophic",0.118,20.559168537955,2.45591489969301e-05,2.71292924966088e-06,5.71142999928607e-06,1.19455944687601e-06,0.000223147377185679,8.42435924894696e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"594",7369,1.905,144,0.028,0,8.11,98.66666667,"NLA12_NE-106",1,"7/23/2012","PROB",-96.83772744,41.03542015,"Region_7",86.73979847,"No","MAN_MADE",29.22334703,391.66,10200203,"NLA_NE-10092",3.21038,48.337245,2.346898,0.115131,6.695302,"TPL","Poor","Poor","Poor","Hypereutrophic",0.028,29.2537345445283,0.000136003426858,1.99900049975012e-06,0,4.6490962256796e-06,0.000675270607826811,1.99900049975012e-06,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"595",7370,1.051,58,0.019,0.002,8.68,17.2,"NLA12_IN-108",1,"7/23/2012","PROB",-86.46293011,41.07631805,"Region_5",11.61891674,"No","NATURAL",96.81697062,218.5,5120106,"NLA_IN-10065",7.165332,76.395252,5.608612,3.593707,4.979299,"UMW","Good","Poor","Poor","Eutrophic",0.021,40.0703882786415,7.50339116156208e-05,1.35646462483044e-06,1.42785749982152e-07,1.87255264645428e-06,0.000722731057452123,1.49925037481259e-06,"Upper Midwest","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"596",7371,0.531,151,0.013,0.002,3.78,21.72,"NLA12_IA-120",2,"7/23/2012","PROB",-95.19096081,42.62364617,"Region_7",6.018682365,"Yes","NATURAL",1223.533265,426.54,7100006,"NLA_IA-10055",14.915862,64.378174,17.752415,1.525939,0.079657,"TPL","Poor","Good","Poor","Mesotrophic",0.015,7.77618173928079,3.79096166202613e-05,9.28107374883987e-07,1.42785749982152e-07,4.87509395887236e-06,0.00031473771856786,1.07089312486614e-06,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"597",7372,0.44,54,0.014,0.022,6.71,21.4,"NLA12_MS-103",1,"7/23/2012","PROB",-88.61299272,30.4715671,"Region_4",181.7692234,"Yes","NATURAL",25.56560548,15,3170006,"NLA_MS-10012",0,0,22.859922,77.140077,0,"CPL","Fair","Good","Poor","Eutrophic",0.036,18.0180482234015,3.14128649960734e-05,9.99500249875062e-07,1.57064324980367e-06,1.74341108462985e-06,0.000558701082431307,2.57014349967873e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"598",7374,0.376,25,0.03,0.006,2.5,17.52,"NLA12_AL-101",2,"7/21/2012","PROB",-87.3913824,33.29204144,"Region_4",20.28888476,"Yes","MAN_MADE",1301.87197,57.03,3160112,"NLA_AL-10029",9.487717,17.837766,1.595845,1.168715,57.591331,"SAP","Good","Fair","Fair","Eutrophic",0.036,33.2580410116313,2.68437209966445e-05,2.14178624973228e-06,4.28357249946455e-07,8.07134761402708e-07,0.000208159866777685,2.57014349967873e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"599",7375,0.379,33,0.023,0.003,3.82,9.386666667,"NLA12_AL-112",1,"7/22/2012","PROB",-88.16688028,33.36486204,"Region_4",546.5717263,"No","MAN_MADE",5.55544262,78.07,3160106,"NLA_AL-10046",3.843365,0,3.118202,0.507614,73.096447,"CPL","Poor","Good","Good","Eutrophic",0.026,25.3965134256292,2.70578996216178e-05,1.64203612479475e-06,2.14178624973228e-07,1.06541788505157e-06,0.000318068276436303,1.85621474976797e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"600",7380,0.254,20,0.011,0.003,2.56,2.896,"NLA12_NH-101",2,"7/24/2012","PROB",-71.09323178,43.83668383,"Region_1",187.0910369,"No","NATURAL",12.01846407,124.81,1060002,"NLA_NH-10013",2.877893,1.586473,1.334544,1.761235,85.878347,"NAP","Good","Good","Fair","Mesotrophic",0.014,28.0835851627472,1.81337902477333e-05,7.85321624901835e-07,2.14178624973228e-07,6.45707809122167e-07,0.00021315570358035,9.99500249875062e-07,"Northern Appalachians","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"601",7381,0.766,28,0.027,0,9.09,14.048,"NLA12_MN-126",1,"7/24/2012","PROB",-94.46779773,46.98806594,"Region_5",916.6078921,"No","NATURAL",1.504053802,420.17,7010102,"NLA_MN-10086",0.085935,0,5.757663,3.20825,87.338871,"UMW","Good","Fair","Good","Eutrophic",0.027,60.4950119085049,5.46869422431641e-05,1.92760762475905e-06,0,9.03990932771033e-07,0.000756869275603664,1.92760762475905e-06,"Upper Midwest","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"602",7383,0.063,42,0.011,0.003,1.46,0.524,"NLA12_WY-124",1,"7/24/2012","PROB",-110.6733784,43.89903221,"Region_8",23.96943009,"No","NATURAL",10866.69636,2065.39,17040101,"NLA_WY-10025",0.221714,0.02384,7.516337,2.817403,44.976449,"WMT","Good","Good","Fair","Oligotrophic",0.014,3.31695887748983,4.49775112443778e-06,7.85321624901835e-07,2.14178624973228e-07,1.35598639915655e-06,0.000121565362198168,9.99500249875062e-07,"Western Mountains","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"603",7384,2.83,176,0.095,0.002,25.39,13.46666667,"NLA12_ND-109",1,"7/24/2012","PROB",-99.416505,46.89273141,"Region_8",219.5959167,"No","NATURAL",17.21388091,527.1,10130103,"NLA_ND-10029",4.557974,30.430764,12.594738,4.886897,0.094965,"NPL","Good","Poor","Poor","Eutrophic",0.097,35.5567940276372,0.000202041836224745,6.78232312415221e-06,1.42785749982152e-07,5.68222872027507e-06,0.00211407160699417,6.92510887413436e-06,"Northern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"604",7385,1.198,109,0.031,0,5.89,48.64,"NLA12_IL-120",1,"7/24/2012","PROB",-89.99244717,38.75131255,"Region_5",133.8869592,"Yes","MAN_MADE",6.987920243,152.77,7140101,"NLA_IL-10048",56.821026,18.397997,8.010013,0,16.770964,"TPL","Poor","Fair","Poor","Hypereutrophic",0.031,24.3040778913322,8.55286642393089e-05,2.21317912472335e-06,0,3.51910755971581e-06,0.000490424646128226,2.21317912472335e-06,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"605",7392,0.92,88,0.022,0.002,11.36,52.4,"NLA12_AR-101",1,"7/23/2012","PROB",-92.26882632,34.53435079,"Region_6",140.6756261,"No","MAN_MADE",105.7849996,74.14,11110207,"NLA_AR-10020",8.454339,0.692205,3.088177,7.864391,67.530874,"CPL","Poor","Poor","Poor","Hypereutrophic",0.024,23.1181982370503,6.56814449917898e-05,1.57064324980367e-06,1.42785749982152e-07,2.84111436013753e-06,0.000945878434637802,1.71342899978582e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"606",7394,1.078,58,0.018,0,6.53,35.76,"NLA12_AL-105",2,"7/24/2012","PROB",-88.35373896,31.62154629,"Region_4",83.37696313,"No","MAN_MADE",32.56146308,50.83,3160203,"NLA_AL-10039",1.687117,1.111964,13.03681,0.65184,75.038343,"CPL","Poor","Poor","Poor","Hypereutrophic",0.018,41.0997893095866,7.69615192403798e-05,1.28507174983937e-06,0,1.87255264645428e-06,0.000543713572023314,1.28507174983937e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"607",7395,0.744,45,0.01,0,5.87,3.104,"NLA12_CO-129",1,"7/24/2012","PROB",-104.3381595,37.28488371,"Region_8",329.2857143,"No","NATURAL",2.905501949,1720.86,11020010,"NLA_CO-10068",0,18.099548,9.502262,63.800905,0,"SPL","Poor","Good","Good","Mesotrophic",0.01,36.5602578496656,5.31162989933605e-05,7.13928749910759e-07,0,1.45284257052487e-06,0.000488759367194005,7.13928749910759e-07,"Southern Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"608",7402,1.18,17,0.1,0.05,5.74,38.8,"NLA12_OK-119",1,"7/24/2012","PROB",-97.17097192,34.28477821,"Region_6",2.684319352,"No","MAN_MADE",160.7371379,245.42,11130303,"NLA_OK-10030",7.838838,26.588084,4.439393,0,15.048075,"SPL","Good","Poor","Good","Hypereutrophic",0.15,153.490646095608,8.42435924894695e-05,7.13928749910759e-06,3.56964374955379e-06,5.48851637753842e-07,0.000477935054121565,1.07089312486614e-05,"Southern Plains","MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"609",7403,0.531,41,0.017,0.002,6.13,4.384,"NLA12_MN-141",1,"7/24/2012","PROB",-95.90356295,46.39269586,"Region_5",152.1457896,"Yes","NATURAL",43.44862827,396.81,9020103,"NLA_MN-10101",4.104525,32.154107,16.424848,7.898272,34.166624,"UMW","Good","Good","Fair","Mesotrophic",0.019,28.6391083568634,3.79096166202613e-05,1.21367887484829e-06,1.42785749982152e-07,1.32370100870044e-06,0.000510407993338884,1.35646462483044e-06,"Upper Midwest","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
