lakeid,sampledate,doc,no3no2,totpf,totpuf,flagdoc,flagno3no2,flagtotpf,flagtotpuf
AL,2015-03-23,,,,,,,,
AL,2015-03-23,,,,,,,,
AL,2015-03-23,,,,,,,,
AL,2015-03-23,,,,,,,,
AL,2015-03-23,5.68,8,148,249,J,,,E
AL,2015-04-21,4.02,61,13,30,,EN,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,3.49,61,14,25,,N,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,,,,,,,,
AL,2015-04-21,3.34,69,16,25,,N,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-05,,,,,,,,
AL,2015-05-19,4.23,13,8,12,,N,,N
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,4.15,17,6,11,,E,E,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,3.92,26,16,17,,,,
AL,2015-05-19,,,,,,,,
AL,2015-05-19,4.01,17,50,81,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-02,,,,,,,,
AL,2015-06-18,4.03,1,3,7,,X,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,4.42,3,2,9,,,X,E
AL,2015-06-18,,,,,,,,
AL,2015-06-18,4.03,9,2,21,,E,X,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,,,,,,,,
AL,2015-06-18,3.87,1,33,63,,X,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-06-30,,,,,,,,
AL,2015-07-13,4.26,,7,13,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,4.30,,4,11,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,4.35,,6,10,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,,,,,,,,
AL,2015-07-13,3.61,,10,49,,,N,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-07-27,,,,,,,,
AL,2015-08-10,4.38,,1,10,,,X,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,4.44,,3,15,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,,,,,,,,
AL,2015-08-10,3.95,,13,28,,,,E
AL,2015-08-10,,,,,,,,
AL,2015-08-10,3.75,,16,112,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-08-26,,,,,,,,
AL,2015-09-08,4.70,11,4,15,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,4.31,10,7,15,,NL,N,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,,,,,,,,
AL,2015-09-08,4.15,14,22,141,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-09-21,,,,,,,,
AL,2015-10-06,4.54,2,8,20,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,4.60,5,9,23,,,,L
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,,,,,,,,
AL,2015-10-06,4.47,6,9,21,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-10-19,,,,,,,,
AL,2015-11-09,4.14,24,1,13,,,X,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,4.38,28,1,12,,E,X,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,,,,,,,,
AL,2015-11-09,4.65,33,3,12,,NL,,
AL,2016-01-28,4.15,60,11,16,,NL,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,,,,,,,,
AL,2016-01-28,5.17,74,8,13,,,E,E
AL,2016-01-28,,,,,,,,
AL,2016-01-28,5.13,72,11,11,,,,N
AL,2016-01-28,,,,,,,,
AL,2016-03-08,3.27,85,6,7,,E,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,3.90,178,5,8,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,,,,,,,,
AL,2016-03-08,3.98,212,7,13,,,,
AL,2016-03-08,,,,,,,,
AL,2016-04-25,3.78,96,3,16,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,3.78,93,5,15,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,,,,,,,,
AL,2016-04-25,4.08,96,80,161,,E,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-10,,,,,,,,
AL,2016-05-23,3.74,17,10,13,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,3.77,17,7,24,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,3.80,6,9,16,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,,,,,,,,
AL,2016-05-23,3.75,39,8,12,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-06,,,,,,,,
AL,2016-06-20,4.88,0,4,11,,X,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,4.78,3,5,13,,,E,E
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,4.88,3,4,15,,,,N
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,,,,,,,,
AL,2016-06-20,3.73,22,23,60,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-05,,,,,,,,
AL,2016-07-20,4.67,7,10,23,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,4.64,1,12,18,,X,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,4.57,0,11,14,,X,,N
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,,,,,,,,
AL,2016-07-20,3.67,11,94,241,,,E,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-03,,,,,,,,
AL,2016-08-18,4.75,3,6,15,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,4.68,5,6,17,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,4.90,20,3,21,,NL,N,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,,,,,,,,
AL,2016-08-18,3.27,12,164,265,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-08-29,,,,,,,,
AL,2016-09-12,,2,8,19,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,6.29,1,8,20,,EX,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,,,,,,,,
AL,2016-09-12,4.62,4,19,53,,,,
AL,2016-09-12,,8,206,302,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-09-26,,,,,,,,
AL,2016-10-11,5.13,7,14,37,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,5.14,7,14,34,,E,E,E
AL,2016-10-11,,,,,,,,
AL,2016-10-11,,,,,,,,
AL,2016-10-11,5.40,11,15,31,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-10-24,,,,,,,,
AL,2016-11-10,5.42,19,8,19,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,5.45,17,6,21,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,,,,,,,,
AL,2016-11-10,5.42,16,7,19,,,,
AL,2017-01-16,3.03,35,9,12,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,4.48,66,6,10,,E,,
AL,2017-01-16,,,,,,,,
AL,2017-01-16,3.80,67,6,11,,,,
AL,2017-01-16,,,,,,,,
AL,2017-02-20,3.27,67,6,9,,,,E
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,4.89,90,6,12,,E,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,,,,,,,,
AL,2017-02-20,4.12,41,49,76,,,,
AL,2017-03-21,2.59,36,8,25,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,4.33,139,8,9,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,,,,,,,,
AL,2017-03-21,4.38,68,88,83,,,,
AL,2017-04-17,3.99,109,11,20,,,,N
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,3.92,117,13,23,,E,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,,,,,,,,
AL,2017-04-17,4.14,118,9,28,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-03,,,,,,,,
AL,2017-05-16,4.38,63,5,12,,,,E
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,4.18,66,6,12,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,,,,,,,,
AL,2017-05-16,4.15,87,10,17,,,,
AL,2017-05-16,4.05,98,17,36,,E,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-05-30,,,,,,,,
AL,2017-06-14,5.05,20,0,21,,,X,N
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,4.98,20,4,11,,E,E,L
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,4.64,44,5,12,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,,,,,,,
AL,2017-06-14,,31,21,75,,,N,N
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-06-27,,,,,,,,
AL,2017-07-12,5.59,9,5,20,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,5.65,4,8,19,,,E,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,5.26,13,7,13,,N,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,,,,,,,,
AL,2017-07-12,4.74,17,193,140,,,N,N
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-07-25,,,,,,,,
AL,2017-08-08,5.58,6,3,14,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,5.36,2,7,10,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,,,,,,,,
AL,2017-08-08,4.01,4,15,25,,,,
AL,2017-08-08,5.51,4,394,461,,,,E
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-08-22,,,,,,,,
AL,2017-09-05,5.19,2,5,20,,,,
AL,2017-09-05,,,,,,,,
AL,2017-09-05,,,,,,,,
AL,2017-09-05,,,,,,,,
AL,2017-09-05,5.21,2,6,13,,,,
AL,2017-09-05,,,,,,,,
AL,2017-09-05,3.82,5,16,68,,,,
AL,2017-09-05,5.75,4,297,357,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-09-19,,,,,,,,
AL,2017-10-04,5.22,5,7,24,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,5.18,7,7,20,,L,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,,,,,,,,
AL,2017-10-04,5.99,2,213,329,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-10-16,,,,,,,,
AL,2017-11-07,5.16,37,16,33,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,5.16,39,16,35,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,,,,,,,,
AL,2017-11-07,5.11,48,16,33,,,,
AL,2018-01-16,2.62,51,7,21,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,4.72,72,8,11,,,,E
AL,2018-01-16,,,,,,,,
AL,2018-01-16,,,,,,,,
AL,2018-01-16,3.67,44,25,33,,,,
AL,2018-02-22,2.50,67,12,13,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,4.71,196,13,13,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,,,,,,,,
AL,2018-02-22,3.99,123,28,30,,,,
AL,2018-03-26,2.49,78,7,10,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,4.17,265,9,10,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,,,,,,,,
AL,2018-03-26,4.32,114,17,30,,,,E
AL,2018-05-14,3.59,6,6,20,,,N,
AL,2018-05-14,,,,,,,,
AL,2018-05-14,,,,,,,,
AL,2018-05-14,,,,,,,,
AL,2018-05-14,,,,,,,,
AL,2018-05-14,,,,,,,,
AL,2018-05-14,,,,,,,,
