"","siteID","domainID","namedLocation","DateTime","analyte","analyteConcentration","analyteUnits","sampleCondition"
"3616","WALK","D07","WALK.AOS.S2",2018-04-02 14:15:00,"DOC",5.683,"milligramsPerLiter","GOOD"
"3617","WALK","D07","WALK.AOS.S2",2018-04-16 12:45:00,"TP",0.1828,"milligramsPerLiter","GOOD"
"3618","WALK","D07","WALK.AOS.S2",2018-04-16 12:45:00,"NO3+NO2 - N",0.0261,"milligramsPerLiter","GOOD"
"3619","WALK","D07","WALK.AOS.S2",2018-04-16 12:45:00,"DOC",0.9731,"milligramsPerLiter","GOOD"
"3620","WALK","D07","WALK.AOS.S2",2018-04-23 15:15:00,"DOC",0.8896,"milligramsPerLiter","GOOD"
"3621","WALK","D07","WALK.AOS.S2",2018-04-23 15:15:00,"TP",0.0279,"milligramsPerLiter","GOOD"
"3622","WALK","D07","WALK.AOS.S2",2018-04-23 15:15:00,"NO3+NO2 - N",0.0281,"milligramsPerLiter","GOOD"
"3623","WALK","D07","WALK.AOS.S2",2018-05-01 13:29:00,"TP",0.0263,"milligramsPerLiter","GOOD"
"3624","WALK","D07","WALK.AOS.S2",2018-05-01 13:29:00,"DOC",0.8359,"milligramsPerLiter","GOOD"
"3625","WALK","D07","WALK.AOS.S2",2018-05-01 13:29:00,"NO3+NO2 - N",0.0139,"milligramsPerLiter","GOOD"
"3626","WALK","D07","WALK.AOS.S2",2018-05-07 13:25:00,"NO3+NO2 - N",0.0266,"milligramsPerLiter","GOOD"
"3627","WALK","D07","WALK.AOS.S2",2018-05-07 13:25:00,"DOC",1.165,"milligramsPerLiter","GOOD"
"3628","WALK","D07","WALK.AOS.S2",2018-05-07 13:25:00,"TP",0.0146,"milligramsPerLiter","GOOD"
"3629","WALK","D07","WALK.AOS.S2",2018-05-29 12:45:00,"DOC",0.4816,"milligramsPerLiter","GOOD"
"3630","WALK","D07","WALK.AOS.S2",2018-05-29 12:45:00,"NO3+NO2 - N",0.0586,"milligramsPerLiter","GOOD"
"3631","WALK","D07","WALK.AOS.S2",2018-06-19 13:00:00,"TP",0.0619,"milligramsPerLiter","GOOD"
"3632","WALK","D07","WALK.AOS.S2",2018-06-19 13:00:00,"DOC",21.6,"milligramsPerLiter","GOOD"
"3633","WALK","D07","WALK.AOS.S2",2018-06-19 13:00:00,"NO3+NO2 - N",0.0738,"milligramsPerLiter","GOOD"
"3634","WALK","D07","WALK.AOS.S2",2018-07-02 12:54:00,"TP",0.067,"milligramsPerLiter","Other"
"3635","WALK","D07","WALK.AOS.S2",2018-07-09 13:35:00,"DOC",0.96,"milligramsPerLiter","GOOD"
"3636","WALK","D07","WALK.AOS.S2",2018-07-09 13:35:00,"NO3+NO2 - N",0.0708,"milligramsPerLiter","GOOD"
"3637","WALK","D07","WALK.AOS.S2",2018-07-09 13:35:00,"TP",0.042,"milligramsPerLiter","GOOD"
"3638","WALK","D07","WALK.AOS.S2",2018-08-06 12:32:00,"TP",0.011,"milligramsPerLiter","GOOD"
"3639","WALK","D07","WALK.AOS.S2",2018-08-06 12:32:00,"NO3+NO2 - N",0.085,"milligramsPerLiter","GOOD"
"3640","WALK","D07","WALK.AOS.S2",2018-08-06 12:32:00,"DOC",0.8088,"milligramsPerLiter","GOOD"
"3641","WALK","D07","WALK.AOS.S2",2018-09-04 14:18:00,"DOC",2.076,"milligramsPerLiter","GOOD"
"3642","WALK","D07","WALK.AOS.S2",2018-09-04 14:18:00,"TP",0.007,"milligramsPerLiter","GOOD"
"3643","WALK","D07","WALK.AOS.S2",2018-09-04 14:18:00,"NO3+NO2 - N",0.0579,"milligramsPerLiter","GOOD"
"3644","WALK","D07","WALK.AOS.S2",2018-09-17 13:59:00,"NO3+NO2 - N",0.0284,"milligramsPerLiter","GOOD"
"3645","WALK","D07","WALK.AOS.S2",2018-09-17 13:59:00,"TP",0.017,"milligramsPerLiter","GOOD"
"3646","WALK","D07","WALK.AOS.S2",2018-09-17 13:59:00,"DOC",2.295,"milligramsPerLiter","GOOD"
"3647","WALK","D07","WALK.AOS.S2",2018-10-15 13:22:00,"TP",0.1528,"milligramsPerLiter","GOOD"
"3648","WALK","D07","WALK.AOS.S2",2018-10-15 13:22:00,"DOC",0.927,"milligramsPerLiter","GOOD"
"3649","WALK","D07","WALK.AOS.S2",2018-10-15 13:22:00,"NO3+NO2 - N",0.0327,"milligramsPerLiter","GOOD"
"3650","WALK","D07","WALK.AOS.S2",2018-11-05 13:49:00,"TP",0.014,"milligramsPerLiter","GOOD"
"3651","WALK","D07","WALK.AOS.S2",2018-11-13 13:53:00,"TP",0.007,"milligramsPerLiter","GOOD"
"3652","WALK","D07","WALK.AOS.S2",2018-11-13 13:53:00,"DOC",2.651,"milligramsPerLiter","GOOD"
"3653","WALK","D07","WALK.AOS.S2",2018-11-19 13:22:00,"TP",0.0153,"milligramsPerLiter","GOOD"
"3654","WALK","D07","WALK.AOS.S2",2018-11-19 13:22:00,"DOC",0.774,"milligramsPerLiter","GOOD"
"3655","WALK","D07","WALK.AOS.S2",2018-12-17 13:21:00,"TP",0.0125,"milligramsPerLiter","GOOD"
"3656","WALK","D07","WALK.AOS.S2",2018-12-17 13:21:00,"DOC",1.341,"milligramsPerLiter","GOOD"
"3657","WALK","D07","WALK.AOS.S2",2019-01-14 14:05:00,"DOC",1.565,"milligramsPerLiter","GOOD"
"3658","WALK","D07","WALK.AOS.S2",2019-01-14 14:05:00,"TP",0.061,"milligramsPerLiter","GOOD"
"3659","WALK","D07","WALK.AOS.S2",2019-01-22 14:35:00,"TP",0.033,"milligramsPerLiter","GOOD"
"3660","WALK","D07","WALK.AOS.S2",2019-01-22 14:35:00,"DOC",1.197,"milligramsPerLiter","GOOD"
"3661","WALK","D07","WALK.AOS.S2",2019-01-28 13:15:00,"DOC",1.121,"milligramsPerLiter","GOOD"
"3662","WALK","D07","WALK.AOS.S2",2019-01-28 13:15:00,"TP",0.015,"milligramsPerLiter","GOOD"
"3663","WALK","D07","WALK.AOS.S2",2019-02-12 13:35:00,"DOC",1.032,"milligramsPerLiter","GOOD"
"3664","WALK","D07","WALK.AOS.S2",2019-02-12 13:35:00,"TP",0.0783,"milligramsPerLiter","GOOD"
"3665","WALK","D07","WALK.AOS.S2",2019-02-18 13:32:00,"TP",0.059,"milligramsPerLiter","GOOD"
"3666","WALK","D07","WALK.AOS.S2",2019-02-18 13:32:00,"DOC",1.444,"milligramsPerLiter","GOOD"
"3667","WALK","D07","WALK.AOS.S2",2019-02-26 13:29:00,"TP",0.43,"milligramsPerLiter","GOOD"
"3668","WALK","D07","WALK.AOS.S2",2019-02-26 13:29:00,"DOC",1.122,"milligramsPerLiter","GOOD"
"3669","WALK","D07","WALK.AOS.S2",2019-03-04 14:02:00,"TP",0.428,"milligramsPerLiter","GOOD"
"3670","WALK","D07","WALK.AOS.S2",2019-03-04 14:02:00,"DOC",1.559,"milligramsPerLiter","GOOD"
"3671","WALK","D07","WALK.AOS.S2",2019-03-12 12:35:00,"DOC",2.24,"milligramsPerLiter","GOOD"
"3672","WALK","D07","WALK.AOS.S2",2019-03-12 12:35:00,"TP",0.123,"milligramsPerLiter","GOOD"
"3673","WALK","D07","WALK.AOS.S2",2019-03-18 12:19:00,"TP",0.165,"milligramsPerLiter","GOOD"
"3674","WALK","D07","WALK.AOS.S2",2019-03-18 12:19:00,"DOC",1.367,"milligramsPerLiter","GOOD"
"3675","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"DOC",0.7317,"milligramsPerLiter","GOOD"
"3676","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"TP",0.014,"milligramsPerLiter","GOOD"
"3677","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"TP",0.012,"milligramsPerLiter","GOOD"
"3678","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"DOC",1.217,"milligramsPerLiter","GOOD"
"3679","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"TP",0.013,"milligramsPerLiter","GOOD"
"3680","WALK","D07","WALK.AOS.S2",2019-04-01 12:34:00,"DOC",2.421,"milligramsPerLiter","GOOD"
"3681","WALK","D07","WALK.AOS.S2",2019-04-15 12:23:00,"TP",0.0233,"milligramsPerLiter","GOOD"
"3682","WALK","D07","WALK.AOS.S2",2019-04-15 12:23:00,"DOC",0.8979,"milligramsPerLiter","GOOD"
"3683","WALK","D07","WALK.AOS.S2",2019-04-22 12:30:00,"DOC",1.81,"milligramsPerLiter","GOOD"
"3684","WALK","D07","WALK.AOS.S2",2019-04-22 12:30:00,"TP",0.0232,"milligramsPerLiter","GOOD"
"3685","WALK","D07","WALK.AOS.S2",2019-05-06 12:37:00,"TP",0.0534,"milligramsPerLiter","GOOD"
"3686","WALK","D07","WALK.AOS.S2",2019-05-06 12:37:00,"DOC",0.9089,"milligramsPerLiter","GOOD"
"3687","WALK","D07","WALK.AOS.S2",2019-05-21 12:31:00,"NO3+NO2 - N",0.0674,"milligramsPerLiter","GOOD"
"3688","WALK","D07","WALK.AOS.S2",2019-05-21 12:31:00,"TP",0.1344,"milligramsPerLiter","GOOD"
"3689","WALK","D07","WALK.AOS.S2",2019-05-21 12:31:00,"DOC",6.099,"milligramsPerLiter","GOOD"
"3690","WALK","D07","WALK.AOS.S2",2019-06-04 12:20:00,"TP",0.057,"milligramsPerLiter","GOOD"
"3691","WALK","D07","WALK.AOS.S2",2019-06-04 12:20:00,"DOC",0.972,"milligramsPerLiter","GOOD"
"3692","WALK","D07","WALK.AOS.S2",2019-06-18 13:29:00,"TP",0.0288,"milligramsPerLiter","GOOD"
"3693","WALK","D07","WALK.AOS.S2",2019-06-18 13:29:00,"DOC",0.7941,"milligramsPerLiter","GOOD"
"3694","WALK","D07","WALK.AOS.S2",2019-06-18 13:29:00,"NO3+NO2 - N",0.0663,"milligramsPerLiter","GOOD"
"3695","WALK","D07","WALK.AOS.S2",2019-07-01 13:42:00,"NO3+NO2 - N",0.0692,"milligramsPerLiter","GOOD"
"3696","WALK","D07","WALK.AOS.S2",2019-07-01 13:42:00,"TP",0.1029,"milligramsPerLiter","GOOD"
"3697","WALK","D07","WALK.AOS.S2",2019-07-01 13:42:00,"DOC",0.5524,"milligramsPerLiter","GOOD"
"3698","WALK","D07","WALK.AOS.S2",2019-07-22 12:45:00,"TP",0.2865,"milligramsPerLiter","GOOD"
"3699","WALK","D07","WALK.AOS.S2",2019-07-22 12:45:00,"NO3+NO2 - N",0.069,"milligramsPerLiter","GOOD"
"3700","WALK","D07","WALK.AOS.S2",2019-07-22 12:45:00,"DOC",0.8216,"milligramsPerLiter","GOOD"
"3701","WALK","D07","WALK.AOS.S2",2019-08-13 13:36:00,"NO3+NO2 - N",0.0603,"milligramsPerLiter","OK"
"3702","WALK","D07","WALK.AOS.S2",2019-08-13 13:36:00,"DOC",0.7356,"milligramsPerLiter","OK"
"3703","WALK","D07","WALK.AOS.S2",2019-08-13 13:36:00,"TP",0.081,"milligramsPerLiter","OK"
"3704","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"TP",0.2928,"milligramsPerLiter","OK"
"3705","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"TP",0.2315,"milligramsPerLiter","OK"
"3706","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"TP",0.2146,"milligramsPerLiter","OK"
"3707","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"DOC",2.467,"milligramsPerLiter","OK"
"3708","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"DOC",1.602,"milligramsPerLiter","OK"
"3709","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"DOC",1.384,"milligramsPerLiter","OK"
"3710","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"NO3+NO2 - N",0.0579,"milligramsPerLiter","OK"
"3711","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"NO3+NO2 - N",0.0645,"milligramsPerLiter","OK"
"3712","WALK","D07","WALK.AOS.S2",2019-09-04 12:58:00,"NO3+NO2 - N",0.0598,"milligramsPerLiter","OK"
"3713","WALK","D07","WALK.AOS.S2",2019-09-16 13:35:00,"TP",0.2735,"milligramsPerLiter","OK"
"3714","WALK","D07","WALK.AOS.S2",2019-09-16 13:35:00,"NO3+NO2 - N",0.0544,"milligramsPerLiter","OK"
"3715","WALK","D07","WALK.AOS.S2",2019-09-16 13:35:00,"DOC",4.527,"milligramsPerLiter","OK"
"3716","WALK","D07","WALK.AOS.S2",2019-10-07 12:45:00,"TP",0.069,"milligramsPerLiter","OK"
"3717","WALK","D07","WALK.AOS.S2",2019-10-07 12:45:00,"NO3+NO2 - N",0.0213,"milligramsPerLiter","OK"
"3718","WALK","D07","WALK.AOS.S2",2019-10-07 12:45:00,"DOC",0.8049,"milligramsPerLiter","OK"
"3719","WALK","D07","WALK.AOS.S2",2019-11-04 14:01:00,"DOC",3.678,"milligramsPerLiter","OK"
"3720","WALK","D07","WALK.AOS.S2",2019-11-04 14:01:00,"TP",0.295,"milligramsPerLiter","OK"
"3721","WALK","D07","WALK.AOS.S2",2019-11-04 14:01:00,"NO3+NO2 - N",0.0261,"milligramsPerLiter","OK"
"3722","WALK","D07","WALK.AOS.S2",2019-11-25 13:26:00,"DOC",1.2,"milligramsPerLiter","OK"
"3723","WALK","D07","WALK.AOS.S2",2019-11-25 13:26:00,"TP",0.088,"milligramsPerLiter","OK"
"3724","WALK","D07","WALK.AOS.S2",2019-11-25 13:26:00,"NO3+NO2 - N",0.028,"milligramsPerLiter","OK"
"3725","WALK","D07","WALK.AOS.S2",2019-12-02 14:47:00,"NO3+NO2 - N",0.0016,"milligramsPerLiter","OK"
"3726","WALK","D07","WALK.AOS.S2",2019-12-02 14:47:00,"DOC",1.218,"milligramsPerLiter","OK"
"3727","WALK","D07","WALK.AOS.S2",2019-12-02 14:47:00,"TP",0.109,"milligramsPerLiter","OK"
"3728","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"TP",0.052,"milligramsPerLiter","OK"
"3729","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"TP",0.053,"milligramsPerLiter","OK"
"3730","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"TP",0.054,"milligramsPerLiter","OK"
"3731","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"NO3+NO2 - N",0.0346,"milligramsPerLiter","OK"
"3732","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"NO3+NO2 - N",0.0338,"milligramsPerLiter","OK"
"3733","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"NO3+NO2 - N",0.0324,"milligramsPerLiter","OK"
"3734","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"DOC",1.151,"milligramsPerLiter","OK"
"3735","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"DOC",3.188,"milligramsPerLiter","OK"
"3736","WALK","D07","WALK.AOS.S2",2019-12-16 12:55:00,"DOC",1.1,"milligramsPerLiter","OK"
"3737","BLWA","D08","BLWA.AOS.buoy.c0",2016-10-04 15:47:00,"NO3+NO2 - N",0.014,"milligramsPerLiter","GOOD"
"3738","BLWA","D08","BLWA.AOS.buoy.c0",2016-10-04 15:47:00,"DOC",2.872,"milligramsPerLiter","GOOD"
"3739","BLWA","D08","BLWA.AOS.buoy.c0",2016-10-04 15:47:00,"TP",0.01,"milligramsPerLiter","GOOD"
"3740","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-16 19:57:00,"TP",0.007,"milligramsPerLiter","GOOD"
"3741","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-16 19:57:00,"DOC",3.383,"milligramsPerLiter","GOOD"
"3742","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-16 19:57:00,"NO3+NO2 - N",0.008,"milligramsPerLiter","GOOD"
"3743","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-22 18:55:00,"NO3+NO2 - N",0.009,"milligramsPerLiter","GOOD"
"3744","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-22 18:55:00,"TP",0.022,"milligramsPerLiter","GOOD"
"3745","BLWA","D08","BLWA.AOS.buoy.c0",2016-11-22 18:55:00,"DOC",3.099,"milligramsPerLiter","GOOD"
"3746","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-01 18:25:00,"NO3+NO2 - N",0.078,"milligramsPerLiter","GOOD"
"3747","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-01 18:25:00,"TP",0.002,"milligramsPerLiter","GOOD"
"3748","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-01 18:25:00,"DOC",2.846,"milligramsPerLiter","GOOD"
"3749","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-13 17:40:00,"DOC",2.678,"milligramsPerLiter","GOOD"
"3750","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-13 17:40:00,"NO3+NO2 - N",0.135,"milligramsPerLiter","GOOD"
"3751","BLWA","D08","BLWA.AOS.buoy.c0",2016-12-13 17:40:00,"TP",0.004,"milligramsPerLiter","GOOD"
"3752","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-12 18:16:00,"NO3+NO2 - N",0.318,"milligramsPerLiter","GOOD"
"3753","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-12 18:16:00,"TP",0.003,"milligramsPerLiter","GOOD"
"3754","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-12 18:16:00,"DOC",3.237,"milligramsPerLiter","GOOD"
"3755","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-24 19:10:00,"DOC",3.392,"milligramsPerLiter","GOOD"
"3756","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-24 19:10:00,"TP",0.006,"milligramsPerLiter","GOOD"
"3757","BLWA","D08","BLWA.AOS.buoy.c0",2017-01-24 19:10:00,"NO3+NO2 - N",0.321,"milligramsPerLiter","GOOD"
"3758","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-01 18:30:00,"NO3+NO2 - N",0.535,"milligramsPerLiter","GOOD"
"3759","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-01 18:30:00,"DOC",3.253,"milligramsPerLiter","GOOD"
"3760","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-01 18:30:00,"TP",0.005,"milligramsPerLiter","GOOD"
"3761","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-15 18:33:00,"TP",0.003,"milligramsPerLiter","GOOD"
"3762","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-15 18:33:00,"DOC",3.557,"milligramsPerLiter","GOOD"
"3763","BLWA","D08","BLWA.AOS.buoy.c0",2017-02-15 18:33:00,"NO3+NO2 - N",0.622,"milligramsPerLiter","GOOD"
"3764","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-01 16:35:00,"DOC",3.455,"milligramsPerLiter","GOOD"
"3765","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-01 16:35:00,"TP",0.0352,"milligramsPerLiter","GOOD"
"3766","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-01 16:35:00,"NO3+NO2 - N",0.503,"milligramsPerLiter","GOOD"
"3767","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-07 19:01:00,"NO3+NO2 - N",0.545,"milligramsPerLiter","GOOD"
"3768","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-07 19:01:00,"TP",0.007,"milligramsPerLiter","GOOD"
"3769","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-07 19:01:00,"DOC",3.451,"milligramsPerLiter","GOOD"
"3770","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-22 17:11:00,"NO3+NO2 - N",0.428,"milligramsPerLiter","GOOD"
"3771","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-22 17:11:00,"DOC",3.5,"milligramsPerLiter","GOOD"
"3772","BLWA","D08","BLWA.AOS.buoy.c0",2017-03-22 17:11:00,"TP",0.009,"milligramsPerLiter","GOOD"
"3773","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-11 17:27:00,"DOC",3.806,"milligramsPerLiter","GOOD"
"3774","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-11 17:27:00,"NO3+NO2 - N",0.526,"milligramsPerLiter","GOOD"
"3775","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-11 17:27:00,"TP",0.012,"milligramsPerLiter","GOOD"
"3776","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-20 18:20:00,"TP",0.004,"milligramsPerLiter","GOOD"
"3777","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-20 18:20:00,"NO3+NO2 - N",0.463,"milligramsPerLiter","GOOD"
"3778","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-20 18:20:00,"DOC",3.555,"milligramsPerLiter","GOOD"
"3779","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-24 18:27:00,"DOC",3.506,"milligramsPerLiter","GOOD"
"3780","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-24 18:27:00,"NO3+NO2 - N",0.457,"milligramsPerLiter","GOOD"
"3781","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-24 18:27:00,"TP",0.005,"milligramsPerLiter","GOOD"
"3782","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-27 12:36:00,"TP",0.006,"milligramsPerLiter","GOOD"
"3783","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-27 12:36:00,"NO3+NO2 - N",0.435,"milligramsPerLiter","GOOD"
"3784","BLWA","D08","BLWA.AOS.buoy.c0",2017-04-27 12:36:00,"DOC",0.8383,"milligramsPerLiter","GOOD"
"3785","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-02 13:17:00,"DOC",4.074,"milligramsPerLiter","GOOD"
"3786","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-02 13:17:00,"TP",0.018,"milligramsPerLiter","GOOD"
"3787","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-02 13:17:00,"NO3+NO2 - N",0.584,"milligramsPerLiter","GOOD"
"3788","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-16 12:38:00,"NO3+NO2 - N",0.291,"milligramsPerLiter","GOOD"
"3789","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-16 12:38:00,"TP",0.014,"milligramsPerLiter","GOOD"
"3790","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-16 12:38:00,"DOC",3.135,"milligramsPerLiter","GOOD"
"3791","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-23 13:30:00,"NO3+NO2 - N",0.217,"milligramsPerLiter","GOOD"
"3792","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-23 13:30:00,"TP",0.033,"milligramsPerLiter","GOOD"
"3793","BLWA","D08","BLWA.AOS.buoy.c0",2017-05-23 13:30:00,"DOC",2.733,"milligramsPerLiter","GOOD"
"3794","BLWA","D08","BLWA.AOS.buoy.c0",2017-06-13 18:03:00,"TP",0.002,"milligramsPerLiter","GOOD"
"3795","BLWA","D08","BLWA.AOS.buoy.c0",2017-06-13 18:03:00,"DOC",2.853,"milligramsPerLiter","GOOD"
"3796","BLWA","D08","BLWA.AOS.buoy.c0",2017-06-13 18:03:00,"NO3+NO2 - N",0.187,"milligramsPerLiter","GOOD"
"3797","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-06 20:18:00,"TP",0.0216,"milligramsPerLiter","GOOD"
"3798","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-06 20:18:00,"DOC",3.98,"milligramsPerLiter","GOOD"
"3799","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-06 20:18:00,"NO3+NO2 - N",0.383,"milligramsPerLiter","GOOD"
"3800","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-11 16:50:00,"TP",0.0323,"milligramsPerLiter","GOOD"
"3801","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-11 16:50:00,"DOC",3.591,"milligramsPerLiter","GOOD"
"3802","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-11 16:50:00,"NO3+NO2 - N",0.395,"milligramsPerLiter","GOOD"
"3803","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-19 15:46:00,"TP",0.0738,"milligramsPerLiter","GOOD"
"3804","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-19 15:46:00,"DOC",3.951,"milligramsPerLiter","GOOD"
"3805","BLWA","D08","BLWA.AOS.buoy.c0",2017-07-19 15:46:00,"NO3+NO2 - N",0.323,"milligramsPerLiter","GOOD"
"3806","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-01 15:06:00,"DOC",3.867,"milligramsPerLiter","GOOD"
"3807","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-01 15:06:00,"TP",0.0516,"milligramsPerLiter","GOOD"
"3808","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-01 15:06:00,"NO3+NO2 - N",0.3214,"milligramsPerLiter","GOOD"
"3809","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-15 20:10:00,"DOC",3.623,"milligramsPerLiter","GOOD"
"3810","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-15 20:10:00,"TP",0.0653,"milligramsPerLiter","GOOD"
"3811","BLWA","D08","BLWA.AOS.buoy.c0",2017-08-15 20:10:00,"NO3+NO2 - N",0.3339,"milligramsPerLiter","GOOD"
"3812","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"DOC",2.835,"milligramsPerLiter","GOOD"
"3813","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"DOC",2.857,"milligramsPerLiter","GOOD"
"3814","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"NO3+NO2 - N",0.2192,"milligramsPerLiter","GOOD"
"3815","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"TP",0.045,"milligramsPerLiter","GOOD"
"3816","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"NO3+NO2 - N",0.2133,"milligramsPerLiter","GOOD"
"3817","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"TP",0.048,"milligramsPerLiter","GOOD"
"3818","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"TP",0.039,"milligramsPerLiter","GOOD"
"3819","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"NO3+NO2 - N",0.1522,"milligramsPerLiter","GOOD"
"3820","BLWA","D08","BLWA.AOS.buoy.c0",2017-10-25 19:45:00,"DOC",3.012,"milligramsPerLiter","GOOD"
"3821","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"NO3+NO2 - N",0.2387,"milligramsPerLiter","GOOD"
"3822","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"TP",0.008,"milligramsPerLiter","GOOD"
"3823","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"DOC",3.128,"milligramsPerLiter","GOOD"
"3824","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"NO3+NO2 - N",0.2463,"milligramsPerLiter","GOOD"
"3825","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"DOC",2.951,"milligramsPerLiter","GOOD"
"3826","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"TP",0.004,"milligramsPerLiter","GOOD"
"3827","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"DOC",3.077,"milligramsPerLiter","GOOD"
"3828","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"TP",0.012,"milligramsPerLiter","GOOD"
"3829","BLWA","D08","BLWA.AOS.buoy.c0",2017-11-02 07:24:00,"NO3+NO2 - N",0.2532,"milligramsPerLiter","GOOD"
